"","INSEE","NAME","DPT","REG2016","POP","winT1","ABST1","PCFNT1","PCFNT1INSCRITS","ABST2","PCFNT2","winnerT2","DIFF_ABS","DIFF_PCFN"
"25","01028","Baneins","01",84,560,"LFN",46.81,47,24.11,39.24,42.68,"LFN",-7.57,-4.32
"26","01029","Beaupont","01",84,675,"LFN",53.1,39.25,17.38,45.24,38.18,"LFN",-7.86,-1.07
"27","01030","Beauregard","01",84,866,"DROITE",53.42,34.33,15.66,43.44,28.27,"LUD",-9.98,-6.06
"28","01031","Bellignat","01",84,3642,"LFN",58.84,33.54,13.32,53.03,29.46,"LUD",-5.81,-4.08
"29","01032","Béligneux","01",84,3172,"LFN",50.76,38.26,18.41,41.58,34.16,"LUD",-9.18,-4.1
"30","01033","Bellegarde-sur-Valserine","01",84,11590,"LFN",63.65,29.08,10.19,54.24,24.98,"GAUCHE",-9.41,-4.1
"31","01034","Belley","01",84,8870,"LFN",50.28,29.12,14.02,40.65,24.18,"LUD",-9.63,-4.94
"32","01035","Belleydoux","01",84,332,"LFN",47.92,36.88,18.06,43.75,34.39,"LFN",-4.17,-2.49
"33","01036","Belmont-Luthézieu","01",84,526,"DROITE",45.39,29,15.44,39.63,26.27,"LUD",-5.76,-2.73
"34","01037","Bénonces","01",84,277,"DROITE",41.1,37.4,21,35.16,32.85,"LUD",-5.94,-4.55
"35","01038","Bény","01",84,718,"DROITE",46.34,26.48,13.24,36.76,22.64,"LUD",-9.58000000000001,-3.84
"36","01039","Béon","01",84,429,"LFN",50.15,31.88,14.96,42.52,28.8,"GAUCHE",-7.63,-3.08
"37","01040","Béréziat","01",84,463,"LFN",54.68,28.28,12.39,47.73,27.88,"LUD",-6.95,-0.400000000000002
"38","01041","Bettant","01",84,739,"LFN",46.3,34.33,17.34,36.7,33.71,"GAUCHE",-9.59999999999999,-0.619999999999997
"39","01042","Bey","01",84,260,"DROITE",41.12,25,14.02,34.58,22.22,"LUD",-6.54,-2.78
"40","01043","Beynost","01",84,4528,"DROITE",49.69,26.02,12.75,41.07,20.62,"LUD",-8.62,-5.4
"41","01044","Billiat","01",84,547,"LFN",51.99,34.76,16.17,41.54,32.75,"GAUCHE",-10.45,-2.01
"42","01045","Birieux","01",84,265,"LFN",51.45,38.55,18.5,35.84,40.91,"LUD",-15.61,2.36
"43","01046","Biziat","01",84,817,"LFN",52.45,36.46,15.96,44.39,36.2,"LUD",-8.06,-0.259999999999998
"44","01047","Blyes","01",84,915,"LFN",52.19,35.02,16.3,38.4,27.35,"LUD",-13.79,-7.67
"45","01049","La Boisse","01",84,2903,"LFN",47.19,34.99,17.94,41.51,30.85,"LUD",-5.68,-4.14
"46","01050","Boissey","01",84,300,"DROITE",42.21,40.88,22.95,39.75,41.26,"LUD",-2.46,0.379999999999995
"47","01051","Bolozon","01",84,91,"LFN",43.56,35.09,19.8,37.62,31.75,"GAUCHE",-5.94,-3.34
"48","01052","Bouligneux","01",84,310,"DROITE",46.54,29.41,15.38,34.23,29.34,"LUD",-12.31,-0.0700000000000003
"49","01053","Bourg-en-Bresse","01",84,40171,"GAUCHE",54.54,21.05,9.34,46.43,16.99,"GAUCHE",-8.11,-4.06
"50","01054","Bourg-Saint-Christophe","01",84,1230,"LFN",40.95,34.88,19.95,32.76,30.09,"LUD",-8.19,-4.79
"51","01056","Boyeux-Saint-Jérôme","01",84,358,"LFN",41.48,38.64,21.86,32.15,32.35,"LUD",-9.33,-6.29
"52","01057","Boz","01",84,495,"LFN",48.28,39.78,19.63,42.18,36.23,"LFN",-6.1,-3.55
"53","01058","Brégnier-Cordon","01",84,889,"LFN",38.9,34.31,19.53,36.56,32.11,"GAUCHE",-2.34,-2.2
"54","01059","Brénaz","01",84,92,"DROITE",33.7,25.42,16.3,21.74,19.12,"GAUCHE",-11.96,-6.3
"55","01060","Brénod","01",84,543,"DROITE",43.17,31.53,16.79,31.18,30.07,"LUD",-11.99,-1.46
"56","01061","Brens","01",84,1215,"LFN",43.18,40.39,21.95,33.93,35.07,"LFN",-9.25,-5.32
"57","01062","Bressolles","01",84,777,"LFN",43.73,28.62,15.76,33.9,27.08,"LUD",-9.83,-1.54
"58","01063","Brion","01",84,517,"DROITE",47.31,28.34,14.25,38.44,27.4,"LUD",-8.87,-0.940000000000001
"59","01064","Briord","01",84,919,"LFN",57.47,40.67,16.62,50.3,42.41,"LFN",-7.17,1.73999999999999
"60","01065","Buellas","01",84,1714,"DROITE",45.98,27.56,14.41,35.12,24.21,"LUD",-10.86,-3.35
"61","01066","La Burbanche","01",84,73,"LFN",43.37,50,27.71,32.53,41.07,"LFN",-10.84,-8.93
"62","01067","Ceignes","01",84,261,"DROITE",55.98,27.78,11.96,49.28,30,"LUD",-6.7,2.22
"63","01068","Cerdon","01",84,734,"LFN",48.85,41.5,20.11,46.17,41.85,"LFN",-2.68,0.350000000000001
"64","01069","Certines","01",84,1443,"LFN",48.84,37.95,18.6,38.14,33.02,"LUD",-10.7,-4.93
"65","01071","Cessy","01",84,4342,"DROITE",54.84,20.6,9.06,45.9,20.5,"LUD",-8.94,-0.100000000000001
"66","01072","Ceyzériat","01",84,2939,"DROITE",46.78,24.89,12.83,38.87,21.73,"LUD",-7.91,-3.16
"67","01073","Ceyzérieu","01",84,979,"LFN",48.45,32.11,16.11,40.05,29.8,"GAUCHE",-8.40000000000001,-2.31
"68","01074","Chalamont","01",84,2402,"GAUCHE",45.91,31.71,16.7,36.24,28.96,"GAUCHE",-9.66999999999999,-2.75
"69","01075","Chaleins","01",84,1160,"LFN",54.38,38.36,16.85,45.39,34.96,"LUD",-8.99,-3.4
"70","01076","Chaley","01",84,140,"LFN",44.19,30.77,15.5,37.21,29.33,"GAUCHE",-6.98,-1.44
"71","01077","Challes-la-Montagne","01",84,179,"LFN",35.86,38.37,22.76,31.03,33.7,"LUD",-4.83,-4.66999999999999
"72","01078","Challex","01",84,1389,"DROITE",60.74,20.07,7.51,49.8,16.49,"LUD",-10.94,-3.58
"73","01079","Champagne-en-Valromey","01",84,788,"LFN",46.01,23.02,12.14,38.77,27.3,"GAUCHE",-7.23999999999999,4.28
"74","01080","Champdor","01",84,466,"LFN",49.25,30.91,15.22,45.67,26.55,"GAUCHE",-3.58,-4.36
"75","01081","Champfromier","01",84,696,"DROITE",50.76,26.91,12.74,41.44,27.42,"LUD",-9.32,0.510000000000002
"76","01082","Chanay","01",84,636,"GAUCHE",55.32,29.3,12.23,46.54,31.58,"GAUCHE",-8.78,2.28
"77","01083","Chaneins","01",84,817,"LFN",50.21,49.41,23.5,42.66,46.6,"LFN",-7.55,-2.81
"78","01084","Chanoz-Châtenay","01",84,732,"LFN",50.9,38.35,18.41,38.99,32,"LUD",-11.91,-6.35
"79","01085","La Chapelle-du-Châtelard","01",84,363,"LFN",39.43,35.93,21.51,33.33,35.14,"LUD",-6.1,-0.789999999999999
"80","01087","Charix","01",84,283,"DROITE",44.74,27.64,14.91,34.65,21.92,"LUD",-10.09,-5.72
"81","01088","Charnoz-sur-Ain","01",84,914,"DROITE",33.29,39.07,25.29,29.86,34.24,"LUD",-3.43,-4.83
"82","01089","Château-Gaillard","01",84,1881,"LFN",47.12,41.87,21.26,40.5,37.96,"LUD",-6.62,-3.91
"83","01090","Châtenay","01",84,346,"LFN",47.73,31.34,15.91,40.91,27.63,"LUD",-6.82,-3.71
"84","01091","Châtillon-en-Michaille","01",84,3136,"LFN",56.14,36.08,15.45,44.45,32.38,"LUD",-11.69,-3.7
"85","01092","Châtillon-la-Palud","01",84,1578,"LFN",47.45,37.48,19.31,41.99,38.26,"LFN",-5.46,0.780000000000001
"86","01093","Châtillon-sur-Chalaronne","01",84,4957,"DROITE",54.68,32.16,13.99,46.29,27.17,"LUD",-8.39,-4.98999999999999
"87","01094","Chavannes-sur-Reyssouze","01",84,715,"LFN",54.25,36.69,16.46,46.29,36.86,"LUD",-7.96,0.170000000000002
"88","01095","Chavannes-sur-Suran","01",84,638,"LFN",38.1,34.75,20.55,31.83,32.33,"GAUCHE",-6.27,-2.42
"89","01096","Chaveyriat","01",84,959,"LFN",52.92,37.88,16.96,44.91,31.03,"LUD",-8.01000000000001,-6.85
"90","01097","Chavornay","01",84,212,"LFN",50.52,26.09,12.5,40.1,26.79,"GAUCHE",-10.42,0.699999999999999
"91","01098","Chazey-Bons","01",84,803,"LFN",50,34.52,16.55,38.23,31.07,"LUD",-11.77,-3.45
"92","01099","Chazey-sur-Ain","01",84,1555,"LFN",49.44,34.29,16.57,41.67,29.32,"LUD",-7.77,-4.97
"93","01100","Cheignieu-la-Balme","01",84,152,"LFN",39.13,30.38,17.39,31.16,26.67,"GAUCHE",-7.97,-3.71
"94","01101","Chevillard","01",84,160,"LFN",39.44,45.12,26.06,31.69,38.95,"LFN",-7.75,-6.16999999999999
"95","01102","Chevroux","01",84,941,"LFN",54.98,43.91,18.8,43.76,36.52,"LUD",-11.22,-7.38999999999999
"96","01103","Chevry","01",84,1333,"DROITE",56.59,23.72,9.85,46.87,22.19,"LUD",-9.72000000000001,-1.53
"97","01104","Chézery-Forens","01",84,451,"LFN",51.75,38.06,17.25,48.54,35.12,"LUD",-3.21,-2.94
"98","01105","Civrieux","01",84,1394,"DROITE",47.61,30.3,15.34,38.56,25.37,"LUD",-9.05,-4.93
"99","01106","Cize","01",84,173,"LFN",38.17,31.17,18.32,52.67,25.86,"GAUCHE",14.5,-5.31
"100","01107","Cleyzieu","01",84,139,"DROITE",43.7,25.37,14.29,25.21,27.06,"GAUCHE",-18.49,1.69
"101","01108","Coligny","01",84,1166,"LFN",50.39,30.73,14.36,39.89,31.24,"GAUCHE",-10.5,0.509999999999998
"102","01109","Collonges","01",84,2046,"DROITE",66.73,27.45,8.89,55.9,29.65,"LUD",-10.83,2.2
"103","01110","Colomieu","01",84,118,"DROITE",52.21,15.38,7.08,38.94,15.87,"LUD",-13.27,0.489999999999998
"104","01111","Conand","01",84,107,"DROITE",52.38,19.15,8.57,44.76,16.07,"LUD",-7.62,-3.08
"105","01112","Condamine","01",84,418,"LFN",46.77,41.18,21.29,37.64,37.42,"LUD",-9.13,-3.76
"106","01113","Condeissiat","01",84,785,"DROITE",52.66,30.12,13.83,43.26,26.47,"LUD",-9.4,-3.65
"107","01114","Confort","01",84,553,"DROITE",46.01,28.06,14.63,39.1,28.77,"LUD",-6.91,0.710000000000001
"108","01115","Confrançon","01",84,1245,"LFN",48.97,37.14,18.46,40.29,36.48,"LFN",-8.68,-0.660000000000004
"109","01116","Contrevoz","01",84,528,"LFN",45.48,38.26,20.42,40.37,35.51,"GAUCHE",-5.11,-2.75
"110","01117","Conzieu","01",84,145,"LFN",45.87,38.18,19.27,40.37,35,"LUD",-5.5,-3.18
"111","01118","Corbonod","01",84,1203,"LFN",51.99,34.49,15.78,44.16,30.45,"LUD",-7.83000000000001,-4.04
"112","01119","Corcelles","01",84,238,"DROITE",40.48,18.95,10.71,30.36,16.96,"LUD",-10.12,-1.99
"113","01121","Corlier","01",84,119,"LFN",43.02,43.48,23.26,33.72,39.62,"LFN",-9.3,-3.86
"114","01122","Cormaranche-en-Bugey","01",84,815,"DROITE",42.28,24.29,13.42,33.23,23.34,"LUD",-9.05,-0.949999999999999
"115","01123","Cormoranche-sur-Saône","01",84,1081,"DROITE",48.52,32.11,15.87,40.65,27.03,"LUD",-7.87,-5.08
"116","01124","Cormoz","01",84,670,"LFN",49.12,36.4,17.03,42.27,40.85,"LFN",-6.84999999999999,4.45
"117","01125","Corveissiat","01",84,614,"LFN",44.49,36.55,19.55,38.43,32.96,"GAUCHE",-6.06,-3.59
"118","01127","Courmangoux","01",84,507,"DROITE",48.27,25.62,12.87,42.33,27.11,"GAUCHE",-5.94,1.49
"119","01128","Courtes","01",84,272,"LFN",61.4,40,14.88,44.19,39.32,"LFN",-17.21,-0.68
"120","01129","Crans","01",84,263,"LFN",43.01,36.11,20.21,32.64,36.59,"LFN",-10.37,0.480000000000004
"121","01130","Cras-sur-Reyssouze","01",84,1368,"LFN",47.62,32.86,16.41,35.26,30.08,"LUD",-12.36,-2.78
"122","01133","Cressin-Rochefort","01",84,375,"DROITE",43.95,27.65,14.97,32.8,28.71,"GAUCHE",-11.15,1.06
"123","01134","Crottet","01",84,1716,"LFN",51.18,35.28,16.63,41.36,33.09,"LUD",-9.82,-2.19
"124","01135","Crozet","01",84,1964,"DROITE",56.56,26.74,11.13,47.42,25.97,"LUD",-9.14,-0.77
"125","01136","Cruzilles-lès-Mépillat","01",84,829,"LFN",52.65,34.56,15.56,42.55,30.93,"LUD",-10.1,-3.63
"126","01138","Culoz","01",84,2940,"LFN",57.67,36.1,14.54,46.15,33.9,"GAUCHE",-11.52,-2.2
"127","01139","Curciat-Dongalon","01",84,451,"DROITE",52.29,36,16.51,48.62,36.97,"LUD",-3.67,0.969999999999999
"128","01140","Curtafond","01",84,726,"DROITE",41.15,31.72,18.25,30.35,32.87,"LUD",-10.8,1.15
"129","01141","Cuzieu","01",84,410,"DROITE",43.91,25.13,13.6,33.43,25.33,"GAUCHE",-10.48,0.199999999999999
"130","01142","Dagneux","01",84,4169,"LFN",52.33,37.74,17.49,44.6,32.88,"LUD",-7.73,-4.86
"131","01143","Divonne-les-Bains","01",84,8615,"DROITE",59.87,17.89,6.97,49.44,15.8,"LUD",-10.43,-2.09
"132","01144","Dommartin","01",84,872,"LFN",54.13,35.42,15.24,42.38,33.82,"LUD",-11.75,-1.6
"133","01145","Dompierre-sur-Veyle","01",84,1192,"LFN",48.44,34.49,17.4,43.68,35.02,"LUD",-4.76,0.530000000000001
"134","01146","Dompierre-sur-Chalaronne","01",84,389,"LFN",46.62,35.42,18.15,35.23,33.15,"LUD",-11.39,-2.27
"135","01147","Domsure","01",84,465,"DROITE",44.26,29.32,15.3,34.97,33.48,"LUD",-9.29,4.16
"136","01148","Dortan","01",84,1871,"LFN",56.45,40.04,16.68,46.72,36.03,"LUD",-9.73,-4.01
"137","01149","Douvres","01",84,993,"LFN",38.67,32.72,19.52,29.7,30.71,"LUD",-8.97,-2.01
"138","01150","Drom","01",84,214,"GAUCHE",41.92,14.74,8.38,28.14,19.83,"GAUCHE",-13.78,5.09
"139","01151","Druillat","01",84,1153,"LFN",44.72,36.01,19.28,33.41,37.5,"LFN",-11.31,1.49
"140","01152","Echallon","01",84,770,"LFN",44.59,32.92,17.47,40.43,28.91,"LUD",-4.16,-4.01
"141","01153","Echenevex","01",84,1813,"DROITE",55.75,20.51,8.58,48.44,15.76,"LUD",-7.31,-4.75
"142","01154","Etrez","01",84,796,"DROITE",47.61,28.32,14.34,35.4,26.01,"LUD",-12.21,-2.31
"143","01155","Evosges","01",84,144,"LFN",32.8,56.79,36.8,32,51.9,"LFN",-0.799999999999997,-4.89
"144","01156","Faramans","01",84,742,"LFN",48.5,43.19,21.67,41.17,41.5,"LFN",-7.33,-1.69
"145","01157","Fareins","01",84,2196,"LFN",47.46,34.57,17.7,39.13,28.48,"LUD",-8.33,-6.09
"146","01158","Farges","01",84,919,"LFN",57.79,33.01,13.61,44.77,31.06,"LUD",-13.02,-1.95
"147","01159","Feillens","01",84,3147,"DROITE",54.69,27.41,11.81,44.53,25.54,"LUD",-10.16,-1.87
"148","01160","Ferney-Voltaire","01",84,8844,"DROITE",62.89,17.16,6.2,55.39,15.18,"LUD",-7.5,-1.98
"149","01162","Flaxieu","01",84,65,"DROITE",19.12,24.07,19.12,17.65,18.52,"LUD",-1.47,-5.55
"150","01163","Foissiat","01",84,1980,"DROITE",52.94,32.73,14.67,43.95,31.25,"LUD",-8.98999999999999,-1.48
"151","01165","Francheleins","01",84,1450,"LFN",46.59,44.01,22.79,35.71,39.07,"LFN",-10.88,-4.94
"152","01166","Frans","01",84,1972,"LFN",47.4,32.52,16.74,37.62,29.36,"LUD",-9.78,-3.16
"153","01167","Garnerans","01",84,663,"LFN",51.27,35.74,16.37,42.3,35.99,"LUD",-8.97000000000001,0.25
"154","01169","Genouilleux","01",84,598,"LFN",45.43,39.6,20.89,35.25,37.24,"LUD",-10.18,-2.36
"155","01170","Beard-Géovreissiat","01",84,974,"LFN",54.17,37.89,16.67,43.52,32.39,"LUD",-10.65,-5.5
"156","01171","Géovreisset","01",84,920,"DROITE",55.63,30.6,13.18,41.8,29.06,"LUD",-13.83,-1.54
"157","01172","Germagnat","01",84,147,"LFN",45.04,32.31,16.03,41.22,32,"LUD",-3.82,-0.310000000000002
"158","01173","Gex","01",84,10677,"DROITE",63.13,20.83,7.41,55.66,18.66,"LUD",-7.47000000000001,-2.17
"159","01174","Giron","01",84,168,"DROITE",43.8,15.79,8.76,43.07,10.53,"LUD",-0.729999999999997,-5.26
"160","01175","Gorrevod","01",84,816,"DROITE",53.13,28.25,12.5,43.09,29.5,"LUD",-10.04,1.25
"161","01176","Le Grand-Abergement","01",84,117,"DROITE",36.61,28.36,16.96,32.14,26.39,"LUD",-4.47,-1.97
"162","01177","Grand-Corent","01",84,170,"DROITE",32.64,23.4,15.28,30.56,16.67,"GAUCHE",-2.08,-6.73
"163","01179","Grièges","01",84,1943,"DROITE",49.29,31.46,15.4,38.42,27.28,"LUD",-10.87,-4.18
"164","01180","Grilly","01",84,779,"DROITE",62.25,20.44,7.31,50.99,17.43,"LUD",-11.26,-3.01
"165","01181","Groissiat","01",84,1164,"DROITE",50.69,34.73,16.73,42.39,28.77,"LUD",-8.3,-5.96
"166","01182","Groslée","01",84,357,"LFN",51.16,36.36,17.28,41.86,32.76,"LUD",-9.3,-3.6
"167","01183","Guéreins","01",84,1388,"LFN",45.73,44.78,23.5,36.78,40.17,"LFN",-8.95,-4.61
"168","01184","Hautecourt-Romanèche","01",84,796,"LFN",41.39,30.56,17.58,34.99,26.74,"GAUCHE",-6.4,-3.82
"169","01185","Hauteville-Lompnes","01",84,3921,"LFN",55.09,31.64,13.74,47.03,31.1,"LUD",-8.06,-0.539999999999999
"170","01186","Hostiaz","01",84,85,"DROITE",32.5,25,16.25,28.75,24.56,"LUD",-3.75,-0.440000000000001
"171","01187","Hotonnes","01",84,300,"DROITE",46.47,22.14,11.52,36.43,23.81,"LUD",-10.04,1.67
"172","01188","Illiat","01",84,583,"LFN",47.13,35.66,17.83,36.27,35.45,"LUD",-10.86,-0.209999999999994
"173","01189","Injoux-Génissiat","01",84,1117,"LFN",51.78,36.39,16.85,41.23,33.81,"GAUCHE",-10.55,-2.58
"174","01190","Innimond","01",84,117,"DROITE",43.86,26.98,14.91,36.84,23.61,"GAUCHE",-7.02,-3.37
"175","01191","Izenave","01",84,169,"DROITE",43.57,31.88,15.71,37.86,27.16,"LUD",-5.71,-4.72
"176","01192","Izernore","01",84,2309,"LFN",51.61,38.08,17.61,42.54,33.94,"LUD",-9.07,-4.14
"177","01193","Izieu","01",84,211,"DROITE",40.96,27.52,15.96,38.3,28.95,"GAUCHE",-2.66,1.43
"178","01194","Jassans-Riottier","01",84,6306,"LFN",51.93,35.09,16.38,41.65,31.3,"LUD",-10.28,-3.79
"179","01195","Jasseron","01",84,1664,"DROITE",45.83,25.45,13.37,34.64,20.68,"LUD",-11.19,-4.77
"180","01196","Jayat","01",84,1091,"LFN",55.77,40.79,17.11,43.35,38.64,"LUD",-12.42,-2.15
"181","01197","Journans","01",84,341,"GAUCHE",32.18,13.95,9.2,26.44,14.52,"GAUCHE",-5.74,0.57
"182","01198","Joyeux","01",84,250,"LFN",51.08,31.11,15.05,42.47,21.9,"LUD",-8.61,-9.21
"183","01199","Jujurieux","01",84,2148,"LFN",49.83,30.53,14.87,42.18,28.71,"GAUCHE",-7.65,-1.82
"184","01200","Labalme","01",84,202,"LFN",45.74,30.16,14.73,34.88,25.33,"GAUCHE",-10.86,-4.83
"185","01202","Lagnieu","01",84,6789,"LFN",54.52,32.54,14.43,46.67,29.84,"LUD",-7.85,-2.7
"186","01203","Laiz","01",84,1149,"LFN",45.99,32.74,16.86,38.3,28.65,"GAUCHE",-7.69,-4.09
"187","01204","Lalleyriat","01",84,255,"DROITE",33.5,20.47,13.2,34.52,26.23,"LUD",1.02,5.76
"188","01205","Lancrans","01",84,1038,"DROITE",55.46,26.89,11.48,46.64,28.92,"LUD",-8.82,2.03
"189","01206","Lantenay","01",84,263,"DROITE",43.52,27.93,14.35,34.26,29.63,"LUD",-9.26000000000001,1.7
"190","01207","Lapeyrouse","01",84,297,"LFN",35.51,50,31.84,31.02,42.07,"LUD",-4.49,-7.93
"191","01208","Lavours","01",84,152,"GAUCHE",35.54,28.57,18.18,27.27,24.71,"GAUCHE",-8.27,-3.86
"192","01209","Léaz","01",84,614,"LFN",55.16,31.07,12.91,44.37,33.78,"LFN",-10.79,2.71
"193","01210","Lélex","01",84,229,"DROITE",50.83,27.71,12.71,38.12,22.33,"LUD",-12.71,-5.38
"194","01211","Lent","01",84,1385,"LFN",49.39,30.48,14.87,42.67,27.49,"LUD",-6.72,-2.99
"195","01212","Lescheroux","01",84,688,"LFN",52.15,42.32,19.07,40.93,40,"LFN",-11.22,-2.32
"196","01213","Leyment","01",84,1257,"LFN",51.44,41.92,19.8,44.03,39.15,"LFN",-7.41,-2.77
"197","01214","Leyssard","01",84,147,"GAUCHE",41.22,26.03,14.5,36.64,30,"GAUCHE",-4.58,3.97
"198","01215","Lhôpital","01",84,53,"DROITE",43.75,20,10.42,33.33,31.03,"GAUCHE",-10.42,11.03
"199","01216","Lhuis","01",84,873,"LFN",49.92,33.64,16.64,41.22,32.19,"LUD",-8.7,-1.45
"200","01218","Lochieu","01",84,96,"LFN",51.22,48.57,20.73,47.56,51.28,"LFN",-3.66,2.71
"201","01219","Lompnas","01",84,154,"DROITE",49.28,25,12.32,39.86,23.75,"LUD",-9.42,-1.25
"202","01221","Lompnieu","01",84,122,"GAUCHE",39.17,18.06,10.83,34.17,22.37,"GAUCHE",-5,4.31
"203","01224","Loyettes","01",84,3004,"LFN",58.73,41.85,16.79,48.53,39.23,"LFN",-10.2,-2.62
"204","01225","Lurcy","01",84,394,"DROITE",45.32,28.41,15.11,36.86,27.09,"LUD",-8.46,-1.32
"205","01227","Magnieu","01",84,428,"LFN",50.29,42.68,20.47,40.18,38.69,"LFN",-10.11,-3.99
"206","01228","Maillat","01",84,657,"DROITE",43.32,37.35,20.69,36.85,33.1,"LUD",-6.47,-4.25
"207","01229","Malafretaz","01",84,1076,"LFN",47.45,32.11,15.95,34.51,26.92,"LUD",-12.94,-5.19
"208","01230","Mantenay-Montlin","01",84,302,"LFN",52.76,40.87,18.5,44.88,41.18,"LFN",-7.88,0.310000000000002
"209","01231","Manziat","01",84,1940,"DROITE",51.64,34.4,15.41,41.1,29.6,"LUD",-10.54,-4.8
"210","01232","Marboz","01",84,2208,"DROITE",47.81,27.33,13.75,37.17,24.8,"LUD",-10.64,-2.53
"211","01233","Marchamp","01",84,129,"DROITE",42.2,27.87,15.6,33.94,27.94,"LUD",-8.26000000000001,0.0700000000000003
"212","01234","Marignieu","01",84,156,"LFN",39.33,40.91,24,33.33,38.14,"GAUCHE",-6,-2.77
"213","01235","Marlieux","01",84,960,"DROITE",50.15,32.28,15.69,41.85,32.6,"LUD",-8.3,0.32
"214","01236","Marsonnas","01",84,1009,"LFN",50.76,32.94,15.58,38.66,31.91,"LUD",-12.1,-1.03
"215","01237","Martignat","01",84,1585,"LFN",54.06,39.96,17.86,45.32,36.73,"LUD",-8.74,-3.23
"216","01238","Massieux","01",84,2420,"LFN",50.55,30.77,14.89,40.9,30.42,"LUD",-9.65,-0.349999999999998
"217","01239","Massignieu-de-Rives","01",84,628,"LFN",41.32,33.82,19.21,32.23,29.52,"LUD",-9.09,-4.3
"218","01240","Matafelon-Granges","01",84,652,"LFN",49.59,46.84,22.56,42.89,42.18,"LFN",-6.7,-4.66
"219","01241","Meillonnas","01",84,1295,"GAUCHE",43.3,20.04,10.59,30.84,17.34,"GAUCHE",-12.46,-2.7
"220","01242","Mérignat","01",84,130,"GAUCHE",32.99,15.87,10.31,26.8,16.42,"GAUCHE",-6.19,0.550000000000002
"221","01243","Messimy-sur-Saône","01",84,1213,"LFN",44.19,36.07,19.3,35.09,32.22,"LUD",-9.09999999999999,-3.85
"222","01244","Meximieux","01",84,7304,"LFN",51.12,28.95,13.73,43.68,25.24,"LUD",-7.44,-3.71
"223","01245","Bohas-Meyriat-Rignat","01",84,853,"LFN",44.54,29.46,15.87,35.08,26.67,"GAUCHE",-9.46,-2.79
"224","01246","Mézériat","01",84,2111,"LFN",55.84,33.12,14.08,47.57,31.68,"LUD",-8.27,-1.44
"225","01247","Mijoux","01",84,374,"DROITE",56.77,30,12.41,42.86,28,"LUD",-13.91,-2
"226","01248","Mionnay","01",84,2115,"LFN",44.21,35.23,18.96,35.27,29.21,"LUD",-8.94,-6.02
"227","01249","Miribel","01",84,9128,"LFN",53.24,29.67,13.58,44.29,25.66,"LUD",-8.95,-4.01
"228","01250","Misérieux","01",84,1785,"LFN",43.92,30.47,16.28,35.21,28.61,"LUD",-8.71,-1.86
"229","01252","Mogneneins","01",84,751,"DROITE",50.8,31.6,15.1,42.27,34.19,"LUD",-8.52999999999999,2.59
"230","01254","Montagnat","01",84,1748,"DROITE",48.42,26.72,13.27,36.73,23.13,"LUD",-11.69,-3.59
"231","01255","Montagnieu","01",84,537,"DROITE",50,27.62,13.16,41.32,26.32,"LUD",-8.68,-1.3
"232","01257","Montanges","01",84,333,"LFN",54.82,39.68,16.61,45.85,40.65,"LFN",-8.97,0.969999999999999
"233","01258","Montceaux","01",84,1222,"LFN",50.5,49.65,23.69,44.27,43.53,"LFN",-6.23,-6.12
"234","01259","Montcet","01",84,655,"LFN",49.32,39.73,19.68,36.43,34.2,"LUD",-12.89,-5.52999999999999
"235","01260","Le Montellier","01",84,241,"LFN",36.74,36.84,22.79,32.56,33.57,"LUD",-4.18,-3.27
"236","01261","Monthieux","01",84,646,"LFN",47.4,38.19,19.4,38.6,30.43,"LUD",-8.8,-7.76
"237","01262","Montluel","01",84,7112,"LFN",55.69,31.58,13.71,47.81,28.09,"LUD",-7.88,-3.49
"238","01263","Montmerle-sur-Saône","01",84,3847,"DROITE",51.64,33.48,15.74,40.68,30.54,"LUD",-10.96,-2.94
"239","01264","Montracol","01",84,984,"LFN",39.79,36.22,21.32,32.28,30.68,"LUD",-7.51,-5.54
"240","01265","Montréal-la-Cluse","01",84,3424,"DROITE",57.05,29.76,12.16,47.83,27.76,"LUD",-9.22,-2
"241","01266","Montrevel-en-Bresse","01",84,2415,"GAUCHE",46.81,26.96,13.89,38.35,24.72,"LUD",-8.46,-2.24
"242","01267","Nurieux-Volognat","01",84,1037,"LFN",46.14,38.44,19.7,37.19,35.29,"LUD",-8.95,-3.15
"243","01268","Murs-et-Gélignieux","01",84,248,"LFN",47.34,49.04,24.64,40.58,40.16,"LUD",-6.76000000000001,-8.88
"244","01269","Nantua","01",84,3588,"LFN",56.73,33.29,13.77,49.82,29.87,"LUD",-6.91,-3.42
"245","01271","Nattages","01",84,571,"LFN",38.84,27.3,16.52,30.26,26.27,"GAUCHE",-8.58,-1.03
"246","01272","Neuville-les-Dames","01",84,1490,"LFN",48.67,36.83,18.36,37.61,32.89,"LUD",-11.06,-3.94
"247","01273","Neuville-sur-Ain","01",84,1595,"LFN",49.03,36.53,18.37,39.97,34.53,"LFN",-9.06,-2
"248","01274","Les Neyrolles","01",84,634,"LFN",50.45,43.48,21.02,42.94,40.54,"LFN",-7.51000000000001,-2.94
"249","01275","Neyron","01",84,2506,"DROITE",49.38,32.24,16.03,39.63,25.84,"LUD",-9.75,-6.4
"250","01276","Niévroz","01",84,1502,"LFN",51.45,36.21,17.3,41.18,34.76,"LUD",-10.27,-1.45
"251","01277","Nivollet-Montgriffon","01",84,127,"LFN",54.03,47.37,21.77,45.16,48.53,"LFN",-8.87,1.16
