"","INSEE","NAME","DPT","REG2016","POP","winT1","ABST1","PCFNT1","PCFNT1INSCRITS","ABST2","PCFNT2","winnerT2","DIFF_ABS","DIFF_PCFN"
"27108","65336","Organ","65",76,35,"DROITE",25,10.71,7.5,30,21.43,"GAUCHE",5,10.72
"27109","65337","Orieux","65",76,108,"GAUCHE",57.01,28.89,12.15,39.25,34.92,"GAUCHE",-17.76,6.03
"27110","65338","Orignac","65",76,252,"GAUCHE",54.5,16.67,6.64,43.6,14.68,"GAUCHE",-10.9,-1.99
"27111","65339","Orincles","65",76,335,"GAUCHE",39.68,24.11,13.77,27.13,28.07,"GAUCHE",-12.55,3.96
"27112","65340","Orleix","65",76,1967,"LFN",48.04,29.81,14.86,38.39,31.27,"GAUCHE",-9.65,1.46
"27113","65341","Oroix","65",76,119,"DROITE",38.54,26.42,14.58,37.5,24.56,"LUD",-1.04,-1.86
"27114","65342","Osmets","65",76,74,"ECOLO",49.28,18.18,8.7,36.23,24.39,"GAUCHE",-13.05,6.21
"27115","65343","Ossen","65",76,195,"GAUCHE",47.24,25.97,12.27,31.9,30.39,"GAUCHE",-15.34,4.42
"27116","65344","Ossun","65",76,2317,"LFN",50.84,28.79,13.42,40.4,30.73,"GAUCHE",-10.44,1.94
"27117","65345","Ossun-ez-Angles","65",76,42,"GAUCHE",42.86,15,8.57,34.29,21.74,"GAUCHE",-8.57,6.74
"27118","65346","Oueilloux","65",76,171,"GAUCHE",42.45,21.05,11.51,30.94,21.51,"GAUCHE",-11.51,0.460000000000001
"27119","65347","Ourde","65",76,32,"GAUCHE",36.17,6.9,4.26,21.28,17.65,"GAUCHE",-14.89,10.75
"27120","65348","Ourdis-Cotdoussan","65",76,49,"GAUCHE",42.59,24.14,12.96,31.48,21.62,"GAUCHE",-11.11,-2.52
"27121","65349","Ourdon","65",76,9,"LFN",33.33,25,13.33,26.67,30,"GAUCHE",-6.66,5
"27122","65350","Oursbelille","65",76,1221,"GAUCHE",50.95,20.63,9.36,41.21,21.69,"GAUCHE",-9.74,1.06
"27123","65351","Ousté","65",76,42,"GAUCHE",27.78,17.39,11.11,36.11,23.81,"GAUCHE",8.33,6.42
"27124","65352","Ouzous","65",76,197,"GAUCHE",41.71,15.32,8.54,29.15,18.98,"GAUCHE",-12.56,3.66
"27125","65353","Ozon","65",76,288,"GAUCHE",38.57,19.05,11.43,27.62,18.24,"GAUCHE",-10.95,-0.810000000000002
"27126","65354","Pailhac","65",76,62,"ECOLO",39.62,19.23,9.43,35.85,24.24,"GAUCHE",-3.77,5.01
"27127","65355","Paréac","65",76,63,"DROITE",51.61,28.57,12.9,41.94,30.3,"GAUCHE",-9.67,1.73
"27128","65356","Péré","65",76,52,"LFN",30.77,29.41,19.23,25,27.03,"GAUCHE",-5.77,-2.38
"27129","65357","Peyraube","65",76,157,"GAUCHE",45.39,20.59,9.93,33.33,30,"GAUCHE",-12.06,9.41
"27130","65358","Peyret-Saint-André","65",76,57,"GAUCHE",30,16.67,10,22,13.51,"GAUCHE",-8,-3.16
"27131","65359","Peyriguère","65",76,23,"GAUCHE",33.33,0,0,33.33,7.69,"GAUCHE",0,7.69
"27132","65360","Peyrouse","65",76,283,"LFN",35.62,26.56,15.53,31.51,28.17,"GAUCHE",-4.11,1.61
"27133","65361","Peyrun","65",76,86,"GAUCHE",31.33,36.36,24.1,25.3,36.07,"GAUCHE",-6.03,-0.289999999999999
"27134","65362","Pierrefitte-Nestalas","65",76,1209,"GAUCHE",51.52,23.26,10.12,39.27,21.75,"GAUCHE",-12.25,-1.51
"27135","65363","Pinas","65",76,463,"GAUCHE",48.86,14.71,6.85,37.44,15.12,"GAUCHE",-11.42,0.409999999999998
"27136","65364","Pintac","65",76,28,"DROITE",47.83,10,4.35,26.09,6.25,"GAUCHE",-21.74,-3.75
"27137","65366","Poueyferré","65",76,871,"GAUCHE",48.12,30.48,14.92,38.63,33.65,"GAUCHE",-9.48999999999999,3.17
"27138","65367","Poumarous","65",76,140,"GAUCHE",39.5,8.7,5.04,29.41,9.52,"GAUCHE",-10.09,0.82
"27139","65368","Pouy","65",76,34,"DROITE",29.63,16.67,11.11,25.93,22.22,"GAUCHE",-3.7,5.55
"27140","65369","Pouyastruc","65",76,687,"GAUCHE",39.92,22.7,12.99,30.32,26.12,"GAUCHE",-9.6,3.42
"27141","65370","Pouzac","65",76,1116,"GAUCHE",47.47,16.27,8.04,36.25,18.33,"GAUCHE",-11.22,2.06
"27142","65371","Préchac","65",76,237,"DROITE",41.62,7.62,4.32,37.84,15.45,"GAUCHE",-3.77999999999999,7.83
"27143","65372","Pujo","65",76,613,"LFN",14.23,38.1,17.89,39.02,35.94,"GAUCHE",24.79,-2.16
"27144","65373","Puntous","65",76,203,"GAUCHE",41.4,16.85,9.55,32.48,25.74,"GAUCHE",-8.92,8.89
"27145","65374","Puydarrieux","65",76,212,"GAUCHE",47.03,33.33,16.22,31.35,31.97,"GAUCHE",-15.68,-1.36
"27146","65375","Rabastens-de-Bigorre","65",76,1465,"LFN",53.21,37.25,16.63,43.19,38.2,"GAUCHE",-10.02,0.950000000000003
"27147","65376","Recurt","65",76,178,"GAUCHE",36.54,25.27,14.74,26.28,28.04,"GAUCHE",-10.26,2.77
"27148","65377","Réjaumont","65",76,191,"LFN",50.96,50,22.93,36.31,39.58,"GAUCHE",-14.65,-10.42
"27149","65378","Ricaud","65",76,69,"GAUCHE",32.81,21.95,14.06,31.25,28.57,"GAUCHE",-1.56,6.62
"27150","65379","Ris","65",76,14,"GAUCHE",33.33,0,0,26.67,0,"GAUCHE",-6.66,0
"27151","65380","Sabalos","65",76,146,"LFN",38.6,31.34,18.42,28.07,31.17,"GAUCHE",-10.53,-0.169999999999998
"27152","65381","Sabarros","65",76,32,"DROITE",31.03,5.26,3.45,24.14,4.55,"LUD",-6.89,-0.71
"27153","65382","Sacoué","65",76,97,"GAUCHE",49.06,26.92,13.21,37.74,37.5,"GAUCHE",-11.32,10.58
"27154","65383","Sadournin","65",76,180,"ECOLO",52.12,20.83,9.09,40,20.88,"GAUCHE",-12.12,0.0500000000000007
"27155","65384","Sailhan","65",76,120,"GAUCHE",53.47,12.2,4.95,43.56,9.43,"GAUCHE",-9.91,-2.77
"27156","65385","Saint-Arroman","65",76,99,"GAUCHE",33,16.67,11,33,18.75,"GAUCHE",0,2.08
"27157","65386","Saint-Créac","65",76,95,"GAUCHE",32.1,26.53,16.05,30.86,30.77,"GAUCHE",-1.24,4.24
"27158","65387","Saint-Lanne","65",76,119,"LFN",48,34.69,17,35,37.1,"GAUCHE",-13,2.41
"27159","65388","Saint-Lary-Soulan","65",76,891,"DROITE",56.73,19.5,8.01,43.95,21.41,"LUD",-12.78,1.91
"27160","65389","Saint-Laurent-de-Neste","65",76,939,"GAUCHE",52.93,22.02,9.87,44.27,25,"GAUCHE",-8.66,2.98
"27161","65390","Saint-Lézer","65",76,418,"GAUCHE",46.91,17.58,8.99,37.64,21.33,"GAUCHE",-9.27,3.75
"27162","65391","Sainte-Marie","65",76,36,"GAUCHE",32.35,9.52,5.88,29.41,15,"GAUCHE",-2.94,5.48
"27163","65392","Saint-Martin","65",76,396,"GAUCHE",46.2,28.31,14.87,36.39,30.26,"GAUCHE",-9.81,1.95
"27164","65393","Saint-Pastous","65",76,127,"LFN",59.02,36.36,13.11,47.54,36.07,"GAUCHE",-11.48,-0.289999999999999
"27165","65394","Saint-Paul","65",76,303,"GAUCHE",51.04,26.96,12.86,48.13,33.05,"GAUCHE",-2.91,6.09
"27166","65395","Saint-Pé-de-Bigorre","65",76,1236,"GAUCHE",46.13,25.11,12.8,35.7,28.42,"GAUCHE",-10.43,3.31
"27167","65396","Saint-Savin","65",76,381,"GAUCHE",42.43,13.37,7.42,28.96,15.32,"GAUCHE",-13.47,1.95
"27168","65397","Saint-Sever-de-Rustan","65",76,159,"GAUCHE",37.9,21.43,12.1,30.65,20.25,"GAUCHE",-7.25,-1.18
"27169","65398","Saléchan","65",76,191,"GAUCHE",34.46,7.02,4.52,37.95,11.21,"GAUCHE",3.49,4.19
"27170","65399","Saligos","65",76,92,"GAUCHE",48.68,5.71,2.63,38.16,5,"GAUCHE",-10.52,-0.71
"27171","65400","Salles","65",76,205,"GAUCHE",56.67,21.05,8.89,34.44,18.42,"GAUCHE",-22.23,-2.63
"27172","65401","Salles-Adour","65",76,503,"LFN",43.77,26.03,13.94,33.99,29.41,"GAUCHE",-9.78,3.38
"27173","65402","Samuran","65",76,24,"GAUCHE",16.67,6.67,5.56,22.22,7.14,"GAUCHE",5.55,0.47
"27174","65403","Sanous","65",76,89,"GAUCHE",39.47,15,7.89,28.95,23.08,"GAUCHE",-10.52,8.08
"27175","65404","Sariac-Magnoac","65",76,153,"GAUCHE",46.15,35,17.95,30.77,31.65,"GAUCHE",-15.38,-3.35
"27176","65405","Sarlabous","65",76,74,"GAUCHE",37.5,22.22,12.5,25,21.74,"GAUCHE",-12.5,-0.48
"27177","65406","Sarniguet","65",76,240,"ECOLO",45.45,25.77,13.37,38.5,22.52,"GAUCHE",-6.95,-3.25
"27178","65407","Sarp","65",76,109,"GAUCHE",39.08,21.57,12.64,42.53,21.28,"GAUCHE",3.45,-0.289999999999999
"27179","65408","Sarrancolin","65",76,592,"GAUCHE",48.46,23.01,10.68,41.48,19.93,"GAUCHE",-6.98,-3.08
"27180","65409","Sarriac-Bigorre","65",76,279,"GAUCHE",45.93,29.37,15.04,35.92,34,"GAUCHE",-10.01,4.63
"27181","65410","Sarrouilles","65",76,546,"GAUCHE",50.21,29.15,13.89,38.89,31.77,"GAUCHE",-11.32,2.62
"27182","65411","Sassis","65",76,87,"GAUCHE",48,0,0,41.33,2.27,"GAUCHE",-6.67,2.27
"27183","65412","Sauveterre","65",76,166,"GAUCHE",48.48,25.81,12.12,39.39,32.88,"GAUCHE",-9.09,7.07
"27184","65413","Sazos","65",76,118,"GAUCHE",35.85,25,14.15,28.3,24.64,"GAUCHE",-7.55,-0.359999999999999
"27185","65414","Ségalas","65",76,91,"LFN",43.9,38.1,19.51,34.15,43.75,"LFN",-9.75,5.65
"27186","65415","Ségus","65",76,263,"GAUCHE",43.27,21.93,12.02,39.42,19.49,"GAUCHE",-3.85,-2.44
"27187","65416","Seich","65",76,71,"GAUCHE",60.87,7.69,2.9,47.83,18.18,"GAUCHE",-13.04,10.49
"27188","65417","Séméac","65",76,4632,"GAUCHE",46.86,21.23,10.72,37.07,22.73,"GAUCHE",-9.79,1.5
"27189","65418","Sénac","65",76,275,"LFN",45.9,30.65,15.57,39.34,34.48,"GAUCHE",-6.56,3.83
"27190","65419","Sentous","65",76,69,"GAUCHE",52.81,24.32,10.11,37.08,32.69,"GAUCHE",-15.73,8.37
"27191","65420","Sère-en-Lavedan","65",76,66,"GAUCHE",43.66,27.5,15.49,33.8,34.09,"GAUCHE",-9.86,6.59
"27192","65421","Sère-Lanso","65",76,53,"GAUCHE",48.15,25.93,12.96,46.3,27.59,"GAUCHE",-1.85,1.66
"27193","65422","Séron","65",76,324,"LFN",43.39,26.77,14.05,34.3,26,"GAUCHE",-9.09,-0.77
"27194","65423","Sère-Rustaing","65",76,131,"GAUCHE",32.11,16.67,9.17,20.18,21.52,"GAUCHE",-11.93,4.85
"27195","65424","Sers","65",76,105,"DROITE",45.92,10.2,5.1,38.78,15.52,"LUD",-7.14,5.32
"27196","65425","Siarrouy","65",76,425,"LFN",46.78,30.68,15.13,32.49,31.44,"GAUCHE",-14.29,0.760000000000002
"27197","65426","Sinzos","65",76,146,"GAUCHE",53.33,27.78,12.5,32.5,27.63,"GAUCHE",-20.83,-0.150000000000002
"27198","65427","Siradan","65",76,293,"LFN",45.34,40.96,21.12,38.51,46.67,"LFN",-6.83000000000001,5.71
"27199","65428","Sireix","65",76,67,"GAUCHE",46.55,19.23,8.62,44.83,16.67,"GAUCHE",-1.72,-2.56
"27200","65429","Sombrun","65",76,213,"DROITE",50.5,26.09,12,39.5,23.93,"GAUCHE",-11,-2.16
"27201","65430","Soréac","65",76,44,"GAUCHE",40.43,25,12.77,34.04,36.67,"GAUCHE",-6.39,11.67
"27202","65431","Sost","65",76,96,"GAUCHE",42.16,26.53,12.75,28.43,34.33,"GAUCHE",-13.73,7.8
"27203","65432","Soublecause","65",76,177,"LFN",52.82,22.58,9.86,40.14,41.56,"LFN",-12.68,18.98
"27204","65433","Soues","65",76,3005,"GAUCHE",46.86,22.21,11.17,36.6,22.47,"GAUCHE",-10.26,0.259999999999998
"27205","65435","Soulom","65",76,240,"GAUCHE",58.41,20.25,7.48,48.6,22.22,"GAUCHE",-9.81,1.97
"27206","65436","Souyeaux","65",76,301,"GAUCHE",40.61,23.26,13.1,23.58,29.17,"GAUCHE",-17.03,5.91
"27207","65437","Tajan","65",76,152,"DROITE",46.62,25.4,12.03,36.09,23.46,"GAUCHE",-10.53,-1.94
"27208","65438","Talazac","65",76,69,"GAUCHE",64.06,20,6.25,43.75,33.33,"GAUCHE",-20.31,13.33
"27209","65439","Tarasteix","65",76,269,"GAUCHE",42.59,24.39,13.89,33.8,28.89,"GAUCHE",-8.79000000000001,4.5
"27210","65440","Tarbes","65",76,41664,"DROITE",57.61,22.19,9.08,48.67,24.69,"GAUCHE",-8.94,2.5
"27211","65441","Thèbe","65",76,81,"LFN",36.84,35.42,22.37,28.95,43.48,"GAUCHE",-7.89,8.06
"27212","65442","Thermes-Magnoac","65",76,215,"GAUCHE",40.65,24.71,13.55,32.9,21.43,"GAUCHE",-7.75,-3.28
"27213","65443","Thuy","65",76,17,"LFN",28.57,50,35.71,14.29,50,"GAUCHE",-14.28,0
"27214","65444","Tibiran-Jaunac","65",76,287,"LFN",43.58,41.94,21.79,33.52,41.12,"GAUCHE",-10.06,-0.82
"27215","65445","Tilhouse","65",76,217,"GAUCHE",44,10.48,5.5,35.5,14.52,"GAUCHE",-8.5,4.04
"27216","65446","Tostat","65",76,473,"GAUCHE",56.9,28.05,11.33,46.55,28.78,"GAUCHE",-10.35,0.73
"27217","65447","Tournay","65",76,1336,"GAUCHE",48.72,27.86,13.77,37.82,27.97,"GAUCHE",-10.9,0.109999999999999
"27218","65448","Tournous-Darré","65",76,82,"DROITE",34.85,29.73,16.67,22.73,18.37,"LUD",-12.12,-11.36
"27219","65449","Tournous-Devant","65",76,114,"GAUCHE",52.04,21.28,10.2,39.8,21.05,"GAUCHE",-12.24,-0.23
"27220","65450","Tramezaïgues","65",76,32,"DROITE",37.21,34.62,20.93,34.88,33.33,"GAUCHE",-2.33,-1.29
"27221","65451","Trébons","65",76,705,"GAUCHE",50.23,27.74,12.4,37.06,26.84,"GAUCHE",-13.17,-0.899999999999999
"27222","65452","Trie-sur-Baïse","65",76,1063,"GAUCHE",50,24.48,11.28,39.27,24.88,"GAUCHE",-10.73,0.399999999999999
"27223","65453","Troubat","65",76,58,"GAUCHE",39.68,20.59,11.11,34.92,15.38,"GAUCHE",-4.76,-5.21
"27224","65454","Trouley-Labarthe","65",76,101,"GAUCHE",52.5,28.95,13.75,47.5,28.21,"GAUCHE",-5,-0.739999999999998
"27225","65455","Tuzaguet","65",76,457,"GAUCHE",50.89,25.68,11.96,40.2,21.66,"GAUCHE",-10.69,-4.02
"27226","65456","Uglas","65",76,289,"GAUCHE",46.84,29.17,14.77,33.33,32.89,"GAUCHE",-13.51,3.72
"27227","65457","Ugnouas","65",76,73,"DROITE",35.38,26.32,15.38,29.23,29.55,"GAUCHE",-6.15,3.23
"27228","65458","Uz","65",76,37,"GAUCHE",55.56,0,0,33.33,0,"GAUCHE",-22.23,0
"27229","65459","Uzer","65",76,105,"GAUCHE",41.24,14,7.22,30.93,20,"GAUCHE",-10.31,6
"27230","65460","Vic-en-Bigorre","65",76,5071,"LFN",53.12,30.56,13.54,44.01,32.3,"GAUCHE",-9.11,1.74
"27231","65461","Vidou","65",76,90,"DROITE",38.18,19.35,10.91,25.45,28.95,"LUD",-12.73,9.6
"27232","65462","Vidouze","65",76,253,"ECOLO",52,20.45,9,44,26.67,"GAUCHE",-8,6.22
"27233","65463","Viella","65",76,73,"GAUCHE",47.5,10,5,30,11.11,"GAUCHE",-17.5,1.11
"27234","65464","Vielle-Adour","65",76,511,"GAUCHE",53.94,25.4,11.46,42.24,28.82,"GAUCHE",-11.7,3.42
"27235","65465","Vielle-Aure","65",76,350,"DROITE",49.85,22.52,10.4,35.78,16.26,"GAUCHE",-14.07,-6.26
"27236","65466","Vielle-Louron","65",76,80,"GAUCHE",44.93,0,0,28.99,4.44,"GAUCHE",-15.94,4.44
"27237","65467","Vier-Bordes","65",76,101,"GAUCHE",35.35,18.03,11.11,26.26,20,"GAUCHE",-9.09,1.97
"27238","65468","Vieuzos","65",76,53,"GAUCHE",50,20,8.7,22.5,17.24,"GAUCHE",-27.5,-2.76
"27239","65469","Viey","65",76,26,"DROITE",39.29,26.67,14.29,39.29,26.67,"LUD",0,0
"27240","65470","Viger","65",76,134,"GAUCHE",46.02,17.24,8.85,38.05,23.53,"GAUCHE",-7.97000000000001,6.29
"27241","65471","Vignec","65",76,221,"DROITE",50,19.74,9.38,40,21.74,"GAUCHE",-10,2
"27242","65472","Villefranque","65",76,91,"LFN",58.23,38.71,15.19,43.04,34.88,"GAUCHE",-15.19,-3.83
"27243","65473","Villelongue","65",76,400,"GAUCHE",51.93,21.52,10.09,41.25,20.53,"GAUCHE",-10.68,-0.989999999999998
"27244","65474","Villembits","65",76,118,"LFN",59.65,46.51,17.54,44.74,44.07,"LFN",-14.91,-2.44
"27245","65475","Villemur","65",76,61,"GAUCHE",28.57,34.38,22.45,20.41,42.86,"GAUCHE",-8.16,8.48
"27246","65476","Villenave-près-Béarn","65",76,59,"LFN",45.45,32,14.55,38.18,24.24,"LUD",-7.27,-7.76
"27247","65477","Villenave-près-Marsac","65",76,70,"GAUCHE",34.43,20,11.48,29.51,23.81,"GAUCHE",-4.92,3.81
"27248","65478","Viscos","65",76,43,"GAUCHE",48.98,10,4.08,40.82,7.14,"GAUCHE",-8.16,-2.86
"27249","65479","Visker","65",76,328,"GAUCHE",41.88,13.41,7.14,36.04,14.13,"GAUCHE",-5.84,0.720000000000001
"27250","65480","Vizos","65",76,40,"GAUCHE",55.88,7.69,2.94,50,14.29,"GAUCHE",-5.88,6.6
"27251","65481","Barèges","65",76,175,"DROITE",41.67,14.14,7.78,38.89,12.96,"GAUCHE",-2.78,-1.18
"27252","65482","Cantaous","65",76,441,"GAUCHE",41.15,33.8,18.75,34.11,29.13,"GAUCHE",-7.04,-4.67
"27253","66001","L'Albère","66",76,82,"LFN",32.47,33.33,20.78,25.97,34.62,"LFN",-6.5,1.29
"27254","66002","Alénya","66",76,3283,"LFN",44.87,43.08,22.57,34.97,44.29,"LFN",-9.9,1.21
"27255","66003","Amélie-les-Bains-Palalda","66",76,3680,"LFN",50.98,40.85,19.11,43.08,46.32,"LFN",-7.9,5.47
"27256","66004","Les Angles","66",76,541,"DROITE",58.76,31.79,12.65,45.72,37.22,"LFN",-13.04,5.43
"27257","66005","Angoustrine-Villeneuve-des-Escaldes","66",76,691,"GAUCHE",48.52,19.52,9.34,38.27,24.9,"GAUCHE",-10.25,5.38
"27258","66006","Ansignan","66",76,195,"GAUCHE",50,29.23,12.84,33.11,28.74,"GAUCHE",-16.89,-0.490000000000002
"27259","66007","Arboussols","66",76,101,"GAUCHE",43.3,31.37,16.49,34.02,29.51,"GAUCHE",-9.27999999999999,-1.86
"27260","66008","Argelès-sur-Mer","66",76,9901,"LFN",45.95,41.98,21.52,37.99,44.74,"LFN",-7.96,2.76000000000001
"27261","66009","Arles-sur-Tech","66",76,2671,"LFN",52.09,34.21,15.38,42.85,33.76,"GAUCHE",-9.24,-0.450000000000003
"27262","66010","Ayguatébia-Talau","66",76,44,"LFN",38.03,45,25.35,32.39,46.15,"LFN",-5.64,1.15
"27263","66011","Bages","66",76,3960,"LFN",50.73,44.81,21.15,40.39,48.17,"LFN",-10.34,3.36
"27264","66012","Baho","66",76,3221,"LFN",44.81,51.15,27.03,34.64,52.39,"LFN",-10.17,1.24
"27265","66013","Baillestavy","66",76,103,"GAUCHE",29.07,13.56,9.3,25.58,14.29,"GAUCHE",-3.49,0.729999999999999
"27266","66014","Baixas","66",76,2587,"LFN",50.2,45.25,21.37,39.46,48.76,"LFN",-10.74,3.51
"27267","66015","Banyuls-dels-Aspres","66",76,1237,"LFN",49.06,35.97,17.5,38.13,37.57,"GAUCHE",-10.93,1.6
"27268","66016","Banyuls-sur-Mer","66",76,4652,"LFN",45.77,35.23,18,35.56,36.61,"GAUCHE",-10.21,1.38
"27269","66017","Le Barcarès","66",76,4080,"LFN",47.63,51.76,26.22,40.19,55.93,"LFN",-7.44,4.17
"27270","66018","La Bastide","66",76,80,"GAUCHE",41.79,16.67,8.96,38.81,19.51,"GAUCHE",-2.98,2.84
"27271","66019","Bélesta","66",76,225,"LFN",28.35,37.01,24.23,26.29,37.69,"GAUCHE",-2.06,0.68
"27272","66020","Bolquère","66",76,781,"LFN",52.62,28.13,12.46,42.77,35.29,"GAUCHE",-9.84999999999999,7.16
"27273","66021","Bompas","66",76,7129,"LFN",51.09,48.27,22.68,40.68,49.54,"LFN",-10.41,1.27
"27274","66022","Boule-d'Amont","66",76,65,"LFN",47.17,33.33,16.98,45.28,28.57,"GAUCHE",-1.89,-4.76
"27275","66023","Bouleternère","66",76,880,"LFN",45.8,31.78,16.37,33.93,38.61,"GAUCHE",-11.87,6.83
"27276","66024","Le Boulou","66",76,5520,"LFN",51.27,46.68,21.76,42.24,48.14,"LFN",-9.03,1.46
"27277","66025","Bourg-Madame","66",76,1266,"LFN",55.36,31.51,13.14,48.79,38.61,"LFN",-6.57,7.1
"27278","66026","Brouilla","66",76,1155,"LFN",47.98,46.28,22.58,38.75,50.61,"LFN",-9.23,4.33
"27279","66027","La Cabanasse","66",76,698,"LFN",53.3,39.71,17.7,44.14,47.15,"LFN",-9.16,7.44
"27280","66028","Cabestany","66",76,9399,"LFN",45.64,39,20.31,36.02,40.51,"GAUCHE",-9.62,1.51
"27281","66029","Caixas","66",76,133,"LFN",33.33,31.25,19.61,29.41,40.91,"GAUCHE",-3.92,9.66
"27282","66030","Calce","66",76,217,"LFN",45.9,28.72,14.75,32.24,28.33,"GAUCHE",-13.66,-0.390000000000001
"27283","66032","Calmeilles","66",76,65,"LFN",41.18,31.03,17.65,33.33,35.48,"GAUCHE",-7.85,4.45
"27284","66033","Camélas","66",76,417,"LFN",52.2,40.85,18.41,40.38,43.54,"LFN",-11.82,2.69
"27285","66034","Campôme","66",76,113,"ECOLO",30.91,14.71,9.09,28.18,20.83,"GAUCHE",-2.73,6.12
"27286","66035","Campoussy","66",76,46,"GAUCHE",17.46,28.57,22.22,12.7,25.49,"GAUCHE",-4.76,-3.08
"27287","66036","Canaveilles","66",76,48,"LFN",41.51,29.03,16.98,37.74,37.5,"GAUCHE",-3.77,8.47
"27288","66037","Canet-en-Roussillon","66",76,12602,"LFN",42.89,39.26,21.75,35.71,43.84,"LFN",-7.18,4.58000000000001
"27289","66038","Canohès","66",76,4875,"LFN",46.03,42.56,21.71,36.04,45.46,"LFN",-9.99,2.9
"27290","66039","Caramany","66",76,146,"LFN",47.89,37.14,18.31,33.8,34.52,"GAUCHE",-14.09,-2.62
"27291","66040","Casefabre","66",76,40,"GAUCHE",38.78,6.9,4.08,32.65,9.38,"GAUCHE",-6.13,2.48
"27292","66041","Cases-de-Pène","66",76,834,"LFN",44.71,47.42,25.18,36.5,45.88,"LFN",-8.21,-1.54
"27293","66042","Cassagnes","66",76,255,"LFN",37.24,29.51,18.37,27.55,37.59,"GAUCHE",-9.69,8.08
"27294","66043","Casteil","66",76,129,"GAUCHE",42.34,19.05,10.81,36.94,19.4,"GAUCHE",-5.40000000000001,0.349999999999998
"27295","66044","Castelnou","66",76,350,"LFN",51.99,47.77,21.31,37.78,47.03,"LFN",-14.21,-0.740000000000002
"27296","66045","Catllar","66",76,716,"LFN",45.8,32.42,16.61,32.87,37.74,"GAUCHE",-12.93,5.32
"27297","66046","Caudiès-de-Fenouillèdes","66",76,642,"LFN",43.88,31.12,16.27,38.76,32.71,"GAUCHE",-5.12,1.59
"27298","66047","Caudiès-de-Conflent","66",76,15,"LFN",25,41.67,31.25,18.75,46.15,"LFN",-6.25,4.48
"27299","66048","Cerbère","66",76,1370,"LFN",45.66,38.67,20.23,36.13,41.69,"GAUCHE",-9.52999999999999,3.02
"27300","66049","Céret","66",76,7621,"LFN",50.32,31.61,14.78,40.66,34.87,"GAUCHE",-9.66,3.26
"27301","66050","Claira","66",76,3756,"LFN",44.34,50.22,26.59,35.07,50.93,"LFN",-9.27,0.710000000000001
"27302","66051","Clara","66",76,243,"GAUCHE",43.06,27.27,14.35,32.06,31.85,"GAUCHE",-11,4.58
"27303","66052","Codalet","66",76,360,"LFN",47.68,35.57,17.55,34.77,36.7,"GAUCHE",-12.91,1.13
"27304","66053","Collioure","66",76,3082,"LFN",44.25,30.95,16.43,34.49,35.7,"GAUCHE",-9.76,4.75
"27305","66054","Conat","66",76,55,"LFN",55.7,27.27,11.39,43.04,31.82,"GAUCHE",-12.66,4.55
"27306","66055","Corbère","66",76,717,"LFN",42.77,40.36,22.07,36.13,49.84,"LFN",-6.64,9.48
"27307","66056","Corbère-les-Cabanes","66",76,1125,"LFN",40.94,35.54,19.9,29.72,40.74,"GAUCHE",-11.22,5.2
"27308","66057","Corneilla-de-Conflent","66",76,465,"LFN",47.58,28.31,14.24,35.45,27,"GAUCHE",-12.13,-1.31
"27309","66058","Corneilla-la-Rivière","66",76,1953,"LFN",47.65,46.7,23.14,34.84,49.89,"LFN",-12.81,3.19
"27310","66059","Corneilla-del-Vercol","66",76,2176,"LFN",50.12,46.89,22.42,40.12,50.91,"LFN",-10,4.02
"27311","66060","Corsavy","66",76,248,"LFN",43.21,35.71,18.52,35.8,34.04,"GAUCHE",-7.41,-1.67
"27312","66061","Coustouges","66",76,108,"LFN",39.39,40.74,22.22,38.38,46.43,"GAUCHE",-1.01,5.69
"27313","66062","Dorres","66",76,162,"LFN",43.24,27.85,14.86,37.16,28.57,"GAUCHE",-6.08000000000001,0.719999999999999
"27314","66063","Les Cluses","66",76,260,"LFN",39.02,57.76,32.68,32.2,51.56,"LFN",-6.82,-6.2
"27315","66064","Egat","66",76,444,"LFN",55.34,30.43,13.42,41.64,32.85,"GAUCHE",-13.7,2.42
"27316","66065","Elne","66",76,8275,"LFN",48.07,41.32,20.45,38.8,44.87,"LFN",-9.27,3.55
"27317","66066","Enveitg","66",76,665,"DROITE",48.04,22.89,11.27,37.5,24.1,"GAUCHE",-10.54,1.21
"27318","66067","Err","66",76,620,"LFN",50.12,27.92,12.94,39.76,31.28,"GAUCHE",-10.36,3.36
"27319","66068","Escaro","66",76,120,"ECOLO",52.21,15.38,7.08,38.05,17.19,"GAUCHE",-14.16,1.81
"27320","66069","Espira-de-l'Agly","66",76,3304,"LFN",51.24,50.8,23.38,41.48,50.76,"LFN",-9.76000000000001,-0.0399999999999991
"27321","66070","Espira-de-Conflent","66",76,169,"LFN",39.06,36.23,19.53,27.34,50.6,"LFN",-11.72,14.37
"27322","66071","Estagel","66",76,1950,"LFN",46.81,41.32,20.77,34.51,46.23,"LFN",-12.3,4.91
"27323","66072","Estavar","66",76,408,"DROITE",38.41,24.86,14.24,29.8,29.08,"LUD",-8.61,4.22
"27324","66073","Estoher","66",76,153,"LFN",33.08,41.77,25.38,27.69,42.35,"LFN",-5.39,0.579999999999998
"27325","66074","Eus","66",76,403,"DROITE",48.84,14.57,7.31,37.21,16.22,"GAUCHE",-11.63,1.65
"27326","66075","Eyne","66",76,128,"GAUCHE",50.68,14.49,6.76,42.57,15.29,"GAUCHE",-8.11,0.799999999999999
