"","INSEE","ABST2","PCFNT2","winnerT2"
"27003","65228",42.19,21.13,"GAUCHE"
"27004","65229",35.48,70,"LFN"
"27005","65230",34.23,18.94,"GAUCHE"
"27006","65231",30.14,15.31,"GAUCHE"
"27007","65232",50,24,"GAUCHE"
"27008","65233",43.5,23.2,"GAUCHE"
"27009","65234",31.68,26.15,"GAUCHE"
"27010","65235",36.65,30.43,"GAUCHE"
"27011","65236",38.35,34.42,"GAUCHE"
"27012","65237",30.66,38.89,"GAUCHE"
"27013","65238",47.27,16.98,"GAUCHE"
"27014","65239",36.17,15.85,"GAUCHE"
"27015","65240",40.38,39.88,"GAUCHE"
"27016","65241",40.96,4.17,"GAUCHE"
"27017","65242",30.93,29.01,"GAUCHE"
"27018","65243",41.96,29.27,"GAUCHE"
"27019","65244",34.09,28.36,"GAUCHE"
"27020","65245",36.49,38.21,"GAUCHE"
"27021","65247",40.86,43.64,"LFN"
"27022","65248",37.31,27.83,"GAUCHE"
"27023","65249",32.2,35.9,"GAUCHE"
"27024","65250",36.36,15,"GAUCHE"
"27025","65251",35.6,23.71,"GAUCHE"
"27026","65252",34.54,27.35,"GAUCHE"
"27027","65253",22.45,35.14,"GAUCHE"
"27028","65254",43.22,54.55,"LFN"
"27029","65255",43.24,14.29,"GAUCHE"
"27030","65256",25.89,18.75,"GAUCHE"
"27031","65257",36.3,26.62,"GAUCHE"
"27032","65258",39.59,29.51,"GAUCHE"
"27033","65259",31.29,32,"GAUCHE"
"27034","65260",35.71,26.19,"GAUCHE"
"27035","65261",34.09,3.7,"GAUCHE"
"27036","65262",34.87,28.16,"GAUCHE"
"27037","65263",30.14,24,"GAUCHE"
"27038","65264",31.3,22.98,"GAUCHE"
"27039","65265",33.71,27.44,"GAUCHE"
"27040","65266",21.74,43.75,"GAUCHE"
"27041","65267",33.74,28.71,"GAUCHE"
"27042","65268",38.51,5.26,"GAUCHE"
"27043","65269",33.1,39.08,"LFN"
"27044","65270",36.41,30.36,"GAUCHE"
"27045","65271",35.88,24.86,"GAUCHE"
"27046","65272",30.12,29.09,"GAUCHE"
"27047","65273",24.85,30.17,"GAUCHE"
"27048","65274",29.91,46.67,"LFN"
"27049","65275",29.09,8.11,"GAUCHE"
"27050","65276",25.3,24.14,"GAUCHE"
"27051","65277",28.38,10,"GAUCHE"
"27052","65278",29.27,14.81,"GAUCHE"
"27053","65279",33.51,22.69,"GAUCHE"
"27054","65280",46.01,29.35,"GAUCHE"
"27055","65281",40.49,31.82,"GAUCHE"
"27056","65282",38.3,16.55,"GAUCHE"
"27057","65283",37.5,8.11,"GAUCHE"
"27058","65284",29.27,28.44,"GAUCHE"
"27059","65285",36.55,28.24,"GAUCHE"
"27060","65286",42.87,29.78,"GAUCHE"
"27061","65287",42.19,34.56,"GAUCHE"
"27062","65288",38.16,23.91,"GAUCHE"
"27063","65289",43.43,40.82,"GAUCHE"
"27064","65290",39.89,23.53,"GAUCHE"
"27065","65291",28.33,21.25,"GAUCHE"
"27066","65292",34.69,29.83,"GAUCHE"
"27067","65293",27.1,41.67,"GAUCHE"
"27068","65294",37.65,32.32,"GAUCHE"
"27069","65295",36.44,18.86,"GAUCHE"
"27070","65296",42.74,26.63,"GAUCHE"
"27071","65297",50,36.36,"GAUCHE"
"27072","65298",34.21,32.61,"LUD"
"27073","65299",35.26,28.81,"GAUCHE"
"27074","65300",46.88,9.38,"GAUCHE"
"27075","65301",37.31,40,"GAUCHE"
"27076","65303",41.58,26.54,"GAUCHE"
"27077","65304",42.43,28.94,"GAUCHE"
"27078","65305",39.5,16.9,"GAUCHE"
"27079","65306",32.16,24.62,"GAUCHE"
"27080","65307",36.05,27.75,"GAUCHE"
"27081","65308",42,14.04,"GAUCHE"
"27082","65309",28.57,57.14,"LFN"
"27083","65310",41.28,26.15,"GAUCHE"
"27084","65311",16,22.64,"GAUCHE"
"27085","65312",31.43,0,"GAUCHE"
"27086","65313",34.55,26.01,"GAUCHE"
"27087","65314",38.55,26.88,"GAUCHE"
"27088","65315",38.41,28.96,"GAUCHE"
"27089","65316",39.58,24.49,"GAUCHE"
"27090","65317",32.65,7.41,"GAUCHE"
"27091","65318",46.28,25.77,"GAUCHE"
"27092","65319",35.9,22.22,"GAUCHE"
"27093","65320",38.42,20.54,"GAUCHE"
"27094","65321",35.35,11.67,"GAUCHE"
"27095","65322",39.29,34.23,"GAUCHE"
"27096","65323",32.86,42.5,"GAUCHE"
"27097","65324",40,20.75,"GAUCHE"
"27098","65325",41.3,44.44,"LFN"
"27099","65326",45.26,42.31,"LFN"
"27100","65327",29.46,26.44,"GAUCHE"
"27101","65328",26.83,28.57,"GAUCHE"
"27102","65329",34.98,13.48,"GAUCHE"
"27103","65330",37.43,32.99,"GAUCHE"
"27104","65331",38.51,22.22,"GAUCHE"
"27105","65332",31.65,31.82,"GAUCHE"
"27106","65333",45.37,21.05,"GAUCHE"
"27107","65334",32.2,22.22,"GAUCHE"
"27108","65335",31.94,23.77,"GAUCHE"
"27109","65336",30,21.43,"GAUCHE"
"27110","65337",39.25,34.92,"GAUCHE"
"27111","65338",43.6,14.68,"GAUCHE"
"27112","65339",27.13,28.07,"GAUCHE"
"27113","65340",38.39,31.27,"GAUCHE"
"27114","65341",37.5,24.56,"LUD"
"27115","65342",36.23,24.39,"GAUCHE"
"27116","65343",31.9,30.39,"GAUCHE"
"27117","65344",40.4,30.73,"GAUCHE"
"27118","65345",34.29,21.74,"GAUCHE"
"27119","65346",30.94,21.51,"GAUCHE"
"27120","65347",21.28,17.65,"GAUCHE"
"27121","65348",31.48,21.62,"GAUCHE"
"27122","65349",26.67,30,"GAUCHE"
"27123","65350",41.21,21.69,"GAUCHE"
"27124","65351",36.11,23.81,"GAUCHE"
"27125","65352",29.15,18.98,"GAUCHE"
"27126","65353",27.62,18.24,"GAUCHE"
"27127","65354",35.85,24.24,"GAUCHE"
"27128","65355",41.94,30.3,"GAUCHE"
"27129","65356",25,27.03,"GAUCHE"
"27130","65357",33.33,30,"GAUCHE"
"27131","65358",22,13.51,"GAUCHE"
"27132","65359",33.33,7.69,"GAUCHE"
"27133","65360",31.51,28.17,"GAUCHE"
"27134","65361",25.3,36.07,"GAUCHE"
"27135","65362",39.27,21.75,"GAUCHE"
"27136","65363",37.44,15.12,"GAUCHE"
"27137","65364",26.09,6.25,"GAUCHE"
"27138","65366",38.63,33.65,"GAUCHE"
"27139","65367",29.41,9.52,"GAUCHE"
"27140","65368",25.93,22.22,"GAUCHE"
"27141","65369",30.32,26.12,"GAUCHE"
"27142","65370",36.25,18.33,"GAUCHE"
"27143","65371",37.84,15.45,"GAUCHE"
"27144","65372",39.02,35.94,"GAUCHE"
"27145","65373",32.48,25.74,"GAUCHE"
"27146","65374",31.35,31.97,"GAUCHE"
"27147","65375",43.19,38.2,"GAUCHE"
"27148","65376",26.28,28.04,"GAUCHE"
"27149","65377",36.31,39.58,"GAUCHE"
"27150","65378",31.25,28.57,"GAUCHE"
"27151","65379",26.67,0,"GAUCHE"
"27152","65380",28.07,31.17,"GAUCHE"
"27153","65381",24.14,4.55,"LUD"
"27154","65382",37.74,37.5,"GAUCHE"
"27155","65383",40,20.88,"GAUCHE"
"27156","65384",43.56,9.43,"GAUCHE"
"27157","65385",33,18.75,"GAUCHE"
"27158","65386",30.86,30.77,"GAUCHE"
"27159","65387",35,37.1,"GAUCHE"
"27160","65388",43.95,21.41,"LUD"
"27161","65389",44.27,25,"GAUCHE"
"27162","65390",37.64,21.33,"GAUCHE"
"27163","65391",29.41,15,"GAUCHE"
"27164","65392",36.39,30.26,"GAUCHE"
"27165","65393",47.54,36.07,"GAUCHE"
"27166","65394",48.13,33.05,"GAUCHE"
"27167","65395",35.7,28.42,"GAUCHE"
"27168","65396",28.96,15.32,"GAUCHE"
"27169","65397",30.65,20.25,"GAUCHE"
"27170","65398",37.95,11.21,"GAUCHE"
"27171","65399",38.16,5,"GAUCHE"
"27172","65400",34.44,18.42,"GAUCHE"
"27173","65401",33.99,29.41,"GAUCHE"
"27174","65402",22.22,7.14,"GAUCHE"
"27175","65403",28.95,23.08,"GAUCHE"
"27176","65404",30.77,31.65,"GAUCHE"
"27177","65405",25,21.74,"GAUCHE"
"27178","65406",38.5,22.52,"GAUCHE"
"27179","65407",42.53,21.28,"GAUCHE"
"27180","65408",41.48,19.93,"GAUCHE"
"27181","65409",35.92,34,"GAUCHE"
"27182","65410",38.89,31.77,"GAUCHE"
"27183","65411",41.33,2.27,"GAUCHE"
"27184","65412",39.39,32.88,"GAUCHE"
"27185","65413",28.3,24.64,"GAUCHE"
"27186","65414",34.15,43.75,"LFN"
"27187","65415",39.42,19.49,"GAUCHE"
"27188","65416",47.83,18.18,"GAUCHE"
"27189","65417",37.07,22.73,"GAUCHE"
"27190","65418",39.34,34.48,"GAUCHE"
"27191","65419",37.08,32.69,"GAUCHE"
"27192","65420",33.8,34.09,"GAUCHE"
"27193","65421",46.3,27.59,"GAUCHE"
"27194","65422",34.3,26,"GAUCHE"
"27195","65423",20.18,21.52,"GAUCHE"
"27196","65424",38.78,15.52,"LUD"
"27197","65425",32.49,31.44,"GAUCHE"
"27198","65426",32.5,27.63,"GAUCHE"
"27199","65427",38.51,46.67,"LFN"
"27200","65428",44.83,16.67,"GAUCHE"
"27201","65429",39.5,23.93,"GAUCHE"
"27202","65430",34.04,36.67,"GAUCHE"
"27203","65431",28.43,34.33,"GAUCHE"
"27204","65432",40.14,41.56,"LFN"
"27205","65433",36.6,22.47,"GAUCHE"
"27206","65435",48.6,22.22,"GAUCHE"
"27207","65436",23.58,29.17,"GAUCHE"
"27208","65437",36.09,23.46,"GAUCHE"
"27209","65438",43.75,33.33,"GAUCHE"
"27210","65439",33.8,28.89,"GAUCHE"
"27211","65440",48.67,24.69,"GAUCHE"
"27212","65441",28.95,43.48,"GAUCHE"
"27213","65442",32.9,21.43,"GAUCHE"
"27214","65443",14.29,50,"GAUCHE"
"27215","65444",33.52,41.12,"GAUCHE"
"27216","65445",35.5,14.52,"GAUCHE"
"27217","65446",46.55,28.78,"GAUCHE"
"27218","65447",37.82,27.97,"GAUCHE"
"27219","65448",22.73,18.37,"LUD"
"27220","65449",39.8,21.05,"GAUCHE"
"27221","65450",34.88,33.33,"GAUCHE"
"27222","65451",37.06,26.84,"GAUCHE"
"27223","65452",39.27,24.88,"GAUCHE"
"27224","65453",34.92,15.38,"GAUCHE"
"27225","65454",47.5,28.21,"GAUCHE"
"27226","65455",40.2,21.66,"GAUCHE"
"27227","65456",33.33,32.89,"GAUCHE"
"27228","65457",29.23,29.55,"GAUCHE"
"27229","65458",33.33,0,"GAUCHE"
"27230","65459",30.93,20,"GAUCHE"
"27231","65460",44.01,32.3,"GAUCHE"
"27232","65461",25.45,28.95,"LUD"
"27233","65462",44,26.67,"GAUCHE"
"27234","65463",30,11.11,"GAUCHE"
"27235","65464",42.24,28.82,"GAUCHE"
"27236","65465",35.78,16.26,"GAUCHE"
"27237","65466",28.99,4.44,"GAUCHE"
"27238","65467",26.26,20,"GAUCHE"
"27239","65468",22.5,17.24,"GAUCHE"
"27240","65469",39.29,26.67,"LUD"
"27241","65470",38.05,23.53,"GAUCHE"
"27242","65471",40,21.74,"GAUCHE"
"27243","65472",43.04,34.88,"GAUCHE"
"27244","65473",41.25,20.53,"GAUCHE"
"27245","65474",44.74,44.07,"LFN"
"27246","65475",20.41,42.86,"GAUCHE"
"27247","65476",38.18,24.24,"LUD"
"27248","65477",29.51,23.81,"GAUCHE"
"27249","65478",40.82,7.14,"GAUCHE"
"27250","65479",36.04,14.13,"GAUCHE"
"27251","65480",50,14.29,"GAUCHE"
"27252","65481",38.89,12.96,"GAUCHE"
"27253","65482",34.11,29.13,"GAUCHE"
"27254","66001",25.97,34.62,"LFN"
"27255","66002",34.97,44.29,"LFN"
"27256","66003",43.08,46.32,"LFN"
"27257","66004",45.72,37.22,"LFN"
"27258","66005",38.27,24.9,"GAUCHE"
"27259","66006",33.11,28.74,"GAUCHE"
"27260","66007",34.02,29.51,"GAUCHE"
"27261","66008",37.99,44.74,"LFN"
"27262","66009",42.85,33.76,"GAUCHE"
"27263","66010",32.39,46.15,"LFN"
"27264","66011",40.39,48.17,"LFN"
"27265","66012",34.64,52.39,"LFN"
"27266","66013",25.58,14.29,"GAUCHE"
"27267","66014",39.46,48.76,"LFN"
"27268","66015",38.13,37.57,"GAUCHE"
"27269","66016",35.56,36.61,"GAUCHE"
"27270","66017",40.19,55.93,"LFN"
"27271","66018",38.81,19.51,"GAUCHE"
"27272","66019",26.29,37.69,"GAUCHE"
"27273","66020",42.77,35.29,"GAUCHE"
"27274","66021",40.68,49.54,"LFN"
"27275","66022",45.28,28.57,"GAUCHE"
"27276","66023",33.93,38.61,"GAUCHE"
"27277","66024",42.24,48.14,"LFN"
"27278","66025",48.79,38.61,"LFN"
"27279","66026",38.75,50.61,"LFN"
"27280","66027",44.14,47.15,"LFN"
"27281","66028",36.02,40.51,"GAUCHE"
"27282","66029",29.41,40.91,"GAUCHE"
"27283","66030",32.24,28.33,"GAUCHE"
"27284","66032",33.33,35.48,"GAUCHE"
"27285","66033",40.38,43.54,"LFN"
"27286","66034",28.18,20.83,"GAUCHE"
"27287","66035",12.7,25.49,"GAUCHE"
"27288","66036",37.74,37.5,"GAUCHE"
"27289","66037",35.71,43.84,"LFN"
"27290","66038",36.04,45.46,"LFN"
"27291","66039",33.8,34.52,"GAUCHE"
"27292","66040",32.65,9.38,"GAUCHE"
"27293","66041",36.5,45.88,"LFN"
"27294","66042",27.55,37.59,"GAUCHE"
"27295","66043",36.94,19.4,"GAUCHE"
"27296","66044",37.78,47.03,"LFN"
"27297","66045",32.87,37.74,"GAUCHE"
"27298","66046",38.76,32.71,"GAUCHE"
"27299","66047",18.75,46.15,"LFN"
"27300","66048",36.13,41.69,"GAUCHE"
"27301","66049",40.66,34.87,"GAUCHE"
"27302","66050",35.07,50.93,"LFN"
"27303","66051",32.06,31.85,"GAUCHE"
"27304","66052",34.77,36.7,"GAUCHE"
"27305","66053",34.49,35.7,"GAUCHE"
"27306","66054",43.04,31.82,"GAUCHE"
"27307","66055",36.13,49.84,"LFN"
"27308","66056",29.72,40.74,"GAUCHE"
"27309","66057",35.45,27,"GAUCHE"
"27310","66058",34.84,49.89,"LFN"
"27311","66059",40.12,50.91,"LFN"
"27312","66060",35.8,34.04,"GAUCHE"
"27313","66061",38.38,46.43,"GAUCHE"
"27314","66062",37.16,28.57,"GAUCHE"
"27315","66063",32.2,51.56,"LFN"
"27316","66064",41.64,32.85,"GAUCHE"
"27317","66065",38.8,44.87,"LFN"
"27318","66066",37.5,24.1,"GAUCHE"
"27319","66067",39.76,31.28,"GAUCHE"
"27320","66068",38.05,17.19,"GAUCHE"
"27321","66069",41.48,50.76,"LFN"
"27322","66070",27.34,50.6,"LFN"
"27323","66071",34.51,46.23,"LFN"
"27324","66072",29.8,29.08,"LUD"
"27325","66073",27.69,42.35,"LFN"
"27326","66074",37.21,16.22,"GAUCHE"
"27327","66075",42.57,15.29,"GAUCHE"
"27328","66076",20,25,"GAUCHE"
"27329","66077",37.68,28.57,"GAUCHE"
"27330","66078",26.7,6.92,"GAUCHE"
"27331","66079",25.29,49.59,"LFN"
"27332","66080",37.31,24.32,"GAUCHE"
"27333","66081",45.14,45.95,"LFN"
"27334","66082",44,40.46,"LFN"
"27335","66083",30.23,23.33,"GAUCHE"
"27336","66084",34.5,44.73,"LFN"
"27337","66085",37.87,38.67,"GAUCHE"
"27338","66086",29.17,30.77,"GAUCHE"
"27339","66088",37.76,42.61,"GAUCHE"
"27340","66089",30.65,44.96,"LFN"
"27341","66090",40.68,20,"GAUCHE"
"27342","66091",36.25,42.5,"GAUCHE"
"27343","66092",53.03,46.67,"GAUCHE"
"27344","66093",36.56,39.42,"LFN"
"27345","66094",32.73,51.4,"LFN"
"27346","66095",41.71,22.06,"GAUCHE"
"27347","66096",38.9,39.6,"GAUCHE"
"27348","66097",29.46,31.43,"GAUCHE"
"27349","66098",39.9,27.73,"LUD"
"27350","66099",33.48,38.16,"GAUCHE"
"27351","66100",36.76,21.43,"GAUCHE"
"27352","66101",35.83,42.93,"LFN"
"27353","66102",29.27,7.69,"GAUCHE"
"27354","66103",38.11,37.75,"GAUCHE"
"27355","66104",47.06,34.12,"GAUCHE"
"27356","66105",34.04,20.83,"GAUCHE"
"27357","66106",44.25,41.15,"GAUCHE"
"27358","66107",36.18,40,"GAUCHE"
"27359","66108",33.03,46.7,"LFN"
"27360","66109",33.73,27.1,"GAUCHE"
"27361","66111",42.28,40.91,"GAUCHE"
"27362","66112",29.7,47.1,"LFN"
"27363","66113",29.06,41.25,"GAUCHE"
"27364","66114",38.5,44.62,"LFN"
"27365","66115",32.02,39.97,"LFN"
"27366","66116",42.59,19.05,"GAUCHE"
"27367","66117",39.22,57.14,"LFN"
"27368","66118",35.06,47.45,"LFN"
"27369","66119",40.43,15.69,"GAUCHE"
"27370","66120",28.57,26.32,"GAUCHE"
"27371","66121",34.81,47.4,"LFN"
"27372","66122",47.95,40.54,"GAUCHE"
"27373","66123",39.45,26.98,"GAUCHE"
"27374","66124",37.47,33.49,"GAUCHE"
"27375","66125",39.72,37.56,"GAUCHE"
"27376","66126",42.37,38.46,"GAUCHE"
"27377","66127",37.4,51.96,"LFN"
"27378","66128",28.13,50,"LFN"
"27379","66129",35.05,46.75,"LFN"
"27380","66130",40.52,36.01,"GAUCHE"
"27381","66132",42.8,38.03,"GAUCHE"
"27382","66133",35.69,44.73,"LFN"
"27383","66134",37.73,42.77,"GAUCHE"
"27384","66136",45.5,41.94,"LFN"
"27385","66137",56.33,43.5,"LFN"
"27386","66138",33.1,43.3,"LFN"
"27387","66139",31.03,17.95,"GAUCHE"
"27388","66140",39.19,48.11,"LFN"
"27389","66141",43.05,54,"LFN"
"27390","66142",55.81,33.33,"GAUCHE"
"27391","66143",39.78,25.45,"GAUCHE"
"27392","66144",34.95,48.27,"LFN"
"27393","66145",35.61,49.76,"LFN"
"27394","66146",45.08,30.65,"GAUCHE"
"27395","66147",38.31,16.13,"GAUCHE"
"27396","66148",39.93,47.44,"LFN"
"27397","66149",38.28,31.3,"GAUCHE"
"27398","66150",37.47,33.61,"GAUCHE"
"27399","66151",27.03,23.53,"LUD"
"27400","66152",39.44,22.5,"GAUCHE"
"27401","66153",42.11,23.81,"GAUCHE"
"27402","66154",48.32,32.88,"GAUCHE"
"27403","66155",50,13.33,"GAUCHE"
"27404","66156",45.1,30.19,"GAUCHE"
"27405","66157",50.91,20,"GAUCHE"
"27406","66158",31.58,20.79,"GAUCHE"
"27407","66159",39.47,50,"LFN"
"27408","66160",41.3,40.17,"GAUCHE"
"27409","66161",35.98,37.03,"GAUCHE"
"27410","66162",35.31,54.72,"LFN"
"27411","66164",39.58,41.31,"LFN"
"27412","66165",38.88,37.5,"GAUCHE"
"27413","66166",34.97,34.54,"GAUCHE"
"27414","66167",40.62,33.4,"GAUCHE"
"27415","66168",38.87,48.03,"LFN"
"27416","66169",35.35,52.63,"LFN"
"27417","66170",28.57,37.21,"LFN"
"27418","66171",34.96,51.87,"LFN"
"27419","66172",38.37,45.82,"LFN"
"27420","66173",29.49,41.57,"GAUCHE"
"27421","66174",36.95,48.79,"LFN"
"27422","66175",39.91,49.48,"LFN"
"27423","66176",34.16,54.16,"LFN"
"27424","66177",36.67,52.63,"LFN"
"27425","66178",36.95,44,"LFN"
"27426","66179",37.82,22.46,"GAUCHE"
"27427","66180",36.92,55.15,"LFN"
"27428","66181",37.5,33.33,"GAUCHE"
"27429","66182",38.05,51.68,"LFN"
"27430","66183",31.25,28.85,"GAUCHE"
"27431","66184",39.68,25,"GAUCHE"
"27432","66185",32.33,44.51,"LFN"
"27433","66186",37.09,47.73,"LFN"
"27434","66187",39.56,48.6,"LFN"
"27435","66188",33.18,36.43,"GAUCHE"
"27436","66189",36,51.22,"LFN"
"27437","66190",35.73,46.86,"LFN"
"27438","66191",52.94,57.14,"LFN"
"27439","66192",42.22,41.67,"GAUCHE"
"27440","66193",37.28,19.38,"GAUCHE"
"27441","66194",38.43,32.2,"GAUCHE"
"27442","66195",36.87,44.56,"LFN"
"27443","66196",34.91,40.75,"LFN"
"27444","66197",21.88,16.67,"GAUCHE"
"27445","66198",30.84,45.41,"LFN"
"27446","66199",49.45,23.26,"GAUCHE"
"27447","66201",34.78,13.79,"GAUCHE"
"27448","66202",43.51,27.38,"GAUCHE"
"27449","66203",47.17,46.15,"GAUCHE"
"27450","66204",41.95,17.12,"GAUCHE"
"27451","66205",29.5,43.35,"LFN"
"27452","66206",30.14,28.57,"GAUCHE"
"27453","66207",38.4,39.8,"GAUCHE"
"27454","66208",36.14,44.28,"LFN"
"27455","66209",40.48,16.67,"GAUCHE"
"27456","66210",39.29,38.57,"GAUCHE"
"27457","66211",23.78,25.49,"GAUCHE"
"27458","66212",37.14,49.53,"LFN"
"27459","66213",35.79,40.03,"GAUCHE"
"27460","66214",39.76,46.06,"LFN"
"27461","66215",29.57,36.99,"GAUCHE"
"27462","66216",23.88,26.53,"GAUCHE"
"27463","66217",37.18,49.82,"LFN"
"27464","66218",34.29,29.53,"GAUCHE"
"27465","66219",32.2,33.33,"LUD"
"27466","66220",34.85,9.3,"GAUCHE"
"27467","66221",38.46,20,"GAUCHE"
"27468","66222",36.77,32.41,"GAUCHE"
"27469","66223",30.56,25.2,"GAUCHE"
"27470","66224",38.51,51.18,"LFN"
"27471","66225",35.34,42.93,"GAUCHE"
"27472","66226",34.68,54.07,"LFN"
"27473","66227",35.89,46.42,"LFN"
"27474","66228",33.44,49.23,"LFN"
"27475","66230",36.85,41.24,"GAUCHE"
"27476","66231",41.67,33.74,"GAUCHE"
"27477","66232",31.43,56.52,"LFN"
"27478","66233",37.14,40.7,"GAUCHE"
"27479","66234",39,16.36,"GAUCHE"
"27480","67001",33.54,31.17,"LUD"
"27481","67002",48.66,27.07,"LUD"
"27482","67003",33.09,35.12,"LUD"
"27483","67004",30.82,36.96,"LUD"
"27484","67005",31.39,30.18,"LUD"
"27485","67006",32,44.55,"LUD"
"27486","67008",32.27,33.63,"LUD"
"27487","67009",32.35,39.07,"LUD"
"27488","67010",36.83,37.84,"LUD"
"27489","67011",31.07,41.11,"LUD"
"27490","67012",30.81,33.94,"LUD"
"27491","67013",41.18,47.2,"LUD"
"27492","67014",42.61,46.44,"LUD"
"27493","67016",40,36.56,"LUD"
"27494","67017",28.26,48.05,"LFN"
"27495","67018",34,35.45,"LUD"
"27496","67019",30.9,32.71,"LUD"
"27497","67020",40.52,35.2,"LUD"
"27498","67021",42.12,30.07,"LUD"
"27499","67022",40,36.75,"LUD"
"27500","67023",24.64,39.77,"LUD"
"27501","67025",40.1,33.44,"LUD"
"27502","67026",29.79,27.27,"LUD"
"27503","67027",20.65,44.92,"LUD"
"27504","67028",41.2,31.59,"LUD"
"27505","67029",34.67,42.93,"LUD"
"27506","67030",30.67,31.59,"LUD"
"27507","67031",30.52,30.2,"LUD"
"27508","67032",25.13,39.44,"LUD"
"27509","67033",30.33,41.59,"LUD"
"27510","67034",30.68,29.22,"LUD"
"27511","67035",34.66,34.03,"LUD"
"27512","67036",34.07,45.09,"LUD"
"27513","67037",33.9,36.61,"LUD"
"27514","67038",30,52.55,"LFN"
"27515","67039",32.38,47.01,"LFN"
"27516","67040",36.46,40.58,"LUD"
"27517","67041",34.23,43.4,"LUD"
"27518","67043",46.14,27.71,"LUD"
"27519","67044",30.91,43.57,"LUD"
"27520","67045",36.18,31.13,"LUD"
"27521","67046",46.44,37.75,"LUD"
"27522","67047",35.16,54.67,"LFN"
"27523","67048",28.78,37.45,"LUD"
"27524","67049",32.4,32.03,"LUD"
"27525","67050",32.69,32.35,"LUD"
"27526","67051",38.11,28.03,"LUD"
"27527","67052",32.36,29.98,"LUD"
"27528","67053",25.19,28.96,"LUD"
"27529","67054",30.99,39.08,"LUD"
"27530","67055",32.1,40.59,"LUD"
"27531","67056",34.54,45.3,"LUD"
"27532","67057",26.32,26.88,"LUD"
"27533","67058",25.69,36.84,"LUD"
"27534","67059",41,50.73,"LFN"
"27535","67060",34.69,38.37,"LUD"
"27536","67061",41.94,38.93,"LUD"
"27537","67062",25.3,29.24,"LUD"
"27538","67063",37.29,33.62,"LUD"
"27539","67065",31.08,35.45,"LUD"
"27540","67066",42.7,39.93,"LUD"
"27541","67067",38.56,32.36,"LUD"
"27542","67068",27.32,36.49,"LUD"
"27543","67069",33.24,35.71,"LUD"
"27544","67070",43.94,48.28,"LFN"
"27545","67071",38.2,54.21,"LFN"
"27546","67072",41.08,47.73,"LFN"
"27547","67073",38.31,32.74,"LUD"
"27548","67074",33.39,37.79,"LUD"
"27549","67075",30.51,31.53,"LUD"
"27550","67076",38.76,46.19,"LFN"
"27551","67077",31.5,35.24,"LUD"
"27552","67078",35.53,43.33,"LUD"
"27553","67079",26.36,35,"LUD"
"27554","67080",35.85,33.95,"LUD"
"27555","67081",35.28,37.72,"LUD"
"27556","67082",39.22,55.9,"LFN"
"27557","67083",45.32,45.17,"LFN"
"27558","67084",34.47,29.07,"LUD"
"27559","67085",31.97,26.92,"LUD"
"27560","67086",34.43,28.22,"LUD"
"27561","67087",34.26,43.27,"LUD"
"27562","67088",40.56,52.43,"LFN"
"27563","67089",39.02,37.02,"LUD"
"27564","67090",39.85,37.91,"LUD"
"27565","67091",43.26,30.92,"LUD"
"27566","67092",27.39,26.83,"LUD"
"27567","67093",38.69,44.81,"LUD"
"27568","67094",33.33,52.48,"LFN"
"27569","67095",39.04,36.35,"LUD"
"27570","67096",31.48,35.54,"LUD"
"27571","67097",23.51,25.95,"LUD"
"27572","67098",30.76,36.54,"LUD"
"27573","67099",42.24,32.81,"LUD"
"27574","67100",37.93,30.71,"LUD"
"27575","67101",33.76,33.81,"LUD"
"27576","67102",31.93,28.3,"LUD"
"27577","67103",38.01,33.33,"LUD"
"27578","67104",33.39,36.15,"LUD"
"27579","67105",37.21,32.01,"LUD"
"27580","67106",42.59,42.58,"LUD"
"27581","67107",30.95,35.22,"LUD"
"27582","67108",31.51,41.06,"LUD"
"27583","67109",30.35,32.09,"LUD"
"27584","67110",38.1,40.15,"LUD"
"27585","67111",30.09,29.13,"LUD"
"27586","67112",31,39.31,"LUD"
"27587","67113",26.39,33.84,"LUD"
"27588","67115",35.86,34.4,"LUD"
"27589","67116",28.13,33.09,"LUD"
"27590","67117",38.32,25.56,"LUD"
"27591","67118",34.77,27.88,"LUD"
"27592","67119",36.39,32.9,"LUD"
"27593","67120",42.62,42.74,"LUD"
"27594","67121",33.39,37.87,"LUD"
"27595","67122",32.66,42.8,"LUD"
"27596","67123",28.95,39.93,"LUD"
"27597","67124",39.54,31.3,"LUD"
"27598","67125",33.08,32.96,"LUD"
"27599","67126",30.77,31.55,"LUD"
"27600","67127",31.67,31.14,"LUD"
"27601","67128",35.7,35.22,"LUD"
"27602","67129",31.55,33.54,"LUD"
"27603","67130",43.27,34.74,"LUD"
"27604","67131",33.49,30.42,"LUD"
"27605","67132",37.02,34.49,"LUD"
"27606","67133",30.29,38.58,"LUD"
"27607","67134",30.61,45.83,"LUD"
"27608","67135",32.18,38.57,"LUD"
"27609","67136",31.13,31.21,"LUD"
"27610","67137",37.43,31.25,"LUD"
"27611","67138",26.1,27.46,"LUD"
"27612","67139",30.2,33.58,"LUD"
"27613","67140",43.81,46.88,"LFN"
"27614","67141",34.29,45.82,"LUD"
"27615","67142",30.36,54.13,"LFN"
"27616","67143",32.87,31.01,"LUD"
"27617","67144",30.65,42.2,"LUD"
"27618","67145",31.58,34.4,"LUD"
"27619","67146",32.83,45.32,"LUD"
"27620","67147",43.7,47.11,"LFN"
"27621","67148",27.63,25.47,"LUD"
