"","INSEE","ABST2","PCFNT2","winnerT2"
"4449","13051",39.36,53.78,"LFN"
"4450","13052",34.48,57.09,"LFN"
"4451","13053",43.27,51.74,"LFN"
"4452","13054",42.92,60.04,"LFN"
"4453","13055",44.49,38.54,"LUD"
"4454","13056",38.47,47.26,"LUD"
"4455","13057",29.95,52.87,"LFN"
"4456","13058",32.91,42.32,"LUD"
"4457","13059",40.26,43.03,"LUD"
"4458","13060",37.61,49.21,"LUD"
"4459","13061",28.06,60.77,"LFN"
"4460","13062",38.22,47.3,"LUD"
"4461","13063",42.01,54.13,"LFN"
"4462","13064",33.72,53.77,"LFN"
"4463","13065",34.89,55.44,"LFN"
"4464","13066",37.26,52.07,"LFN"
"4465","13067",40.93,52.86,"LFN"
"4466","13068",35.27,42.04,"LUD"
"4467","13069",37.45,43.04,"LUD"
"4468","13070",42.43,49.92,"LUD"
"4469","13071",41.3,56.87,"LFN"
"4470","13072",31.53,37.32,"LUD"
"4471","13073",41.77,56.17,"LFN"
"4472","13074",38.7,42.91,"LUD"
"4473","13075",40.06,53.3,"LFN"
"4474","13076",36.96,57.44,"LFN"
"4475","13077",47.74,45.92,"LUD"
"4476","13078",44.83,55.47,"LFN"
"4477","13079",29.7,43.86,"LUD"
"4478","13080",38.93,43.73,"LUD"
"4479","13081",41.15,56.83,"LFN"
"4480","13082",35.49,41.48,"LUD"
"4481","13083",31.73,55.52,"LFN"
"4482","13084",36.66,37.87,"LUD"
"4483","13085",38.18,45.72,"LUD"
"4484","13086",35.32,45.81,"LUD"
"4485","13087",33.51,38.61,"LUD"
"4486","13088",38.54,49.66,"LUD"
"4487","13089",37.47,57.37,"LFN"
"4488","13090",37.68,23.17,"LUD"
"4489","13091",35.6,40.62,"LUD"
"4490","13092",37.91,53.09,"LFN"
"4491","13093",30.29,39.31,"LUD"
"4492","13094",33.47,49.03,"LUD"
"4493","13095",32.54,25.3,"LUD"
"4494","13096",31.66,57.82,"LFN"
"4495","13097",35.71,50.81,"LFN"
"4496","13098",37.44,49.08,"LUD"
"4497","13099",26.19,55.56,"LFN"
"4498","13100",37.43,48.75,"LUD"
"4499","13101",37.27,48.74,"LUD"
"4500","13102",43.66,62.07,"LFN"
"4501","13103",41.47,44.47,"LUD"
"4502","13104",35.49,50.18,"LFN"
"4503","13105",34.56,53.89,"LFN"
"4504","13106",41.4,52.61,"LFN"
"4505","13107",35.08,46.06,"LUD"
"4506","13108",42.74,56.8,"LFN"
"4507","13109",39.21,28.84,"LUD"
"4508","13110",37.93,46.91,"LUD"
"4509","13111",28.81,32.74,"LUD"
"4510","13112",33.23,45.23,"LUD"
"4511","13113",34.12,34.92,"LUD"
"4512","13114",35.59,35.69,"LUD"
"4513","13115",40.86,49.86,"LUD"
"4514","13116",27.38,48.31,"LUD"
"4515","13117",41.72,48.51,"LUD"
"4516","13118",35.12,42.99,"LUD"
"4517","13119",42.14,50.05,"LFN"
"4518","14001",36.88,30.8,"LUD"
"4519","14002",33.85,19.28,"LUD"
"4520","14003",30.05,20.55,"GAUCHE"
"4521","14004",28.87,35.48,"LUD"
"4522","14005",35.28,33,"GAUCHE"
"4523","14006",28.81,18.81,"LUD"
"4524","14007",32.72,39.42,"LFN"
"4525","14008",29.96,9.74,"GAUCHE"
"4526","14009",29.68,20.64,"GAUCHE"
"4527","14011",39.72,28.67,"GAUCHE"
"4528","14012",33.62,41.89,"LFN"
"4529","14013",10,0,"LUD"
"4530","14014",33.39,12.5,"LUD"
"4531","14015",34,13.23,"LUD"
"4532","14016",40.16,40.74,"LFN"
"4533","14019",34.52,21.95,"GAUCHE"
"4534","14020",42.37,28.83,"GAUCHE"
"4535","14021",35.31,18.03,"LUD"
"4536","14022",33.98,35.9,"LFN"
"4537","14023",27.78,42.86,"LUD"
"4538","14024",26.73,34.18,"LUD"
"4539","14025",34.87,34,"LUD"
"4540","14026",38.87,25,"GAUCHE"
"4541","14027",47.33,35.76,"LFN"
"4542","14028",32.37,30.72,"LUD"
"4543","14029",47.37,45,"LUD"
"4544","14030",31.47,13.74,"LUD"
"4545","14031",17.86,37.78,"LUD"
"4546","14032",40.22,24.69,"LUD"
"4547","14033",30.77,35.96,"LUD"
"4548","14034",32.98,18.55,"GAUCHE"
"4549","14035",43.6,32.47,"LUD"
"4550","14036",43.44,29.41,"LUD"
"4551","14037",38.53,30.73,"GAUCHE"
"4552","14038",40.9,21.5,"GAUCHE"
"4553","14039",40.18,29.56,"GAUCHE"
"4554","14040",24.52,28.44,"LUD"
"4555","14041",38.33,27.4,"LUD"
"4556","14042",31.59,15.67,"GAUCHE"
"4557","14043",37.8,33.33,"LUD"
"4558","14044",37,20.95,"GAUCHE"
"4559","14045",40.77,27.21,"LUD"
"4560","14046",39.71,26.47,"GAUCHE"
"4561","14047",43.32,19.25,"LUD"
"4562","14049",28.93,18.18,"LUD"
"4563","14050",55.12,24.07,"LUD"
"4564","14052",37.78,25.32,"GAUCHE"
"4565","14053",48,32.26,"LUD"
"4566","14054",39.58,31.76,"LUD"
"4567","14055",37.13,26.24,"LUD"
"4568","14056",30.2,24.82,"GAUCHE"
"4569","14057",40.02,31.59,"GAUCHE"
"4570","14058",27.17,40,"LUD"
"4571","14059",38.62,19.77,"LUD"
"4572","14060",32.97,15.12,"GAUCHE"
"4573","14061",37.17,24.4,"GAUCHE"
"4574","14062",34.53,27.27,"LUD"
"4575","14063",37.82,46.24,"LFN"
"4576","14064",46.77,31.46,"LUD"
"4577","14065",39.15,42.68,"LFN"
"4578","14066",39.84,25.07,"GAUCHE"
"4579","14068",31.74,13.33,"LUD"
"4580","14069",41.22,29.51,"LUD"
"4581","14070",46,33.65,"LUD"
"4582","14073",45.39,44.59,"LFN"
"4583","14074",40.23,27.74,"LUD"
"4584","14075",32.24,22.55,"GAUCHE"
"4585","14076",42.07,21.83,"GAUCHE"
"4586","14077",41.08,20.97,"LUD"
"4587","14078",42.2,29.75,"LUD"
"4588","14079",32.13,23.5,"LUD"
"4589","14080",45.92,38,"GAUCHE"
"4590","14081",42.31,28.85,"LUD"
"4591","14082",41.73,40.54,"LFN"
"4592","14083",36.52,30.6,"LUD"
"4593","14084",34.02,28.8,"GAUCHE"
"4594","14085",38.46,27.39,"LUD"
"4595","14086",34.95,28.26,"LUD"
"4596","14087",25.74,30.3,"LUD"
"4597","14088",32.12,34.07,"GAUCHE"
"4598","14089",33.2,23.57,"GAUCHE"
"4599","14090",35.02,30.38,"GAUCHE"
"4600","14091",42.41,28.24,"LUD"
"4601","14092",45.98,23.92,"GAUCHE"
"4602","14093",43.45,34.83,"LUD"
"4603","14096",35.09,48.11,"LFN"
"4604","14097",35.92,37.75,"LFN"
"4605","14098",37.4,20.3,"GAUCHE"
"4606","14099",37.82,38.97,"LFN"
"4607","14100",33.39,20.03,"GAUCHE"
"4608","14101",33.29,11.09,"GAUCHE"
"4609","14102",38.63,32.28,"LUD"
"4610","14103",43.99,35.44,"LUD"
"4611","14104",42.95,37.35,"LUD"
"4612","14105",34,45.31,"LUD"
"4613","14106",33.21,24.5,"GAUCHE"
"4614","14107",40.87,33.85,"LUD"
"4615","14109",30.88,24.89,"GAUCHE"
"4616","14110",35.58,36.92,"LUD"
"4617","14111",31.43,35.29,"LFN"
"4618","14113",45.36,37.58,"LUD"
"4619","14115",36.46,43.86,"LFN"
"4620","14116",43.18,17.78,"GAUCHE"
"4621","14117",38.58,26.67,"LUD"
"4622","14118",42.33,12.97,"GAUCHE"
"4623","14119",43.59,32.05,"GAUCHE"
"4624","14120",35.96,33.5,"LUD"
"4625","14121",46.36,39.47,"LFN"
"4626","14122",42.37,47.69,"LFN"
"4627","14123",37.91,15.6,"GAUCHE"
"4628","14124",40.47,36.23,"LUD"
"4629","14125",32.33,14.68,"LUD"
"4630","14126",40.72,24.12,"LUD"
"4631","14127",29.62,29.02,"LUD"
"4632","14128",40,38.46,"LFN"
"4633","14129",39.75,31.28,"LUD"
"4634","14130",31.82,21.69,"GAUCHE"
"4635","14131",36.16,30.56,"LUD"
"4636","14132",50,28.75,"LUD"
"4637","14134",28.08,20.19,"LUD"
"4638","14135",27.27,32.19,"GAUCHE"
"4639","14136",30.36,35.9,"LUD"
"4640","14137",35.63,24.22,"LUD"
"4641","14138",47.96,44.14,"LFN"
"4642","14139",50.7,34.07,"LUD"
"4643","14140",39.92,35.51,"LFN"
"4644","14141",35.09,42.86,"LFN"
"4645","14142",46.72,34.48,"LUD"
"4646","14143",48.06,33.79,"LUD"
"4647","14144",34.67,17.78,"GAUCHE"
"4648","14145",29.28,30.14,"LUD"
"4649","14146",34.75,32.39,"GAUCHE"
"4650","14147",34.45,30.67,"LUD"
"4651","14148",38.54,40.35,"LFN"
"4652","14149",36.56,36,"LFN"
"4653","14150",37.6,21.76,"LUD"
"4654","14151",37.25,30.17,"GAUCHE"
"4655","14152",29.73,36.73,"LFN"
"4656","14153",28.89,13.33,"LUD"
"4657","14154",42.31,38.7,"LFN"
"4658","14155",43.11,35,"LUD"
"4659","14156",43.37,38.2,"LFN"
"4660","14157",31.52,23.93,"GAUCHE"
"4661","14158",29.73,29.72,"GAUCHE"
"4662","14159",34.29,15.6,"GAUCHE"
"4663","14160",30.77,25,"GAUCHE"
"4664","14161",30.26,32.2,"LUD"
"4665","14162",40.7,26.42,"LUD"
"4666","14163",29.92,36.36,"LUD"
"4667","14164",32.29,15.35,"GAUCHE"
"4668","14165",35.97,27.06,"LUD"
"4669","14166",33.9,20.65,"LUD"
"4670","14167",47.41,26.69,"GAUCHE"
"4671","14168",32.95,30.97,"LUD"
"4672","14169",40.14,17.86,"GAUCHE"
"4673","14170",20.89,9.96,"LUD"
"4674","14171",38.98,25.71,"GAUCHE"
"4675","14172",39.14,23.74,"LUD"
"4676","14173",34.03,33.96,"LUD"
"4677","14174",40.9,29.2,"LUD"
"4678","14175",39.44,16.83,"GAUCHE"
"4679","14176",39.44,29.27,"LUD"
"4680","14177",34.89,27.96,"LUD"
"4681","14179",35.77,35.63,"LUD"
"4682","14180",41.67,39.71,"GAUCHE"
"4683","14181",40.37,21.87,"GAUCHE"
"4684","14182",35.36,40.46,"LFN"
"4685","14183",30.12,31.58,"GAUCHE"
"4686","14184",28.66,36.36,"LFN"
"4687","14185",38.89,21.68,"LUD"
"4688","14186",35.4,17.88,"GAUCHE"
"4689","14187",35.82,25.07,"LUD"
"4690","14188",37.15,37.29,"GAUCHE"
"4691","14189",16.22,33.33,"GAUCHE"
"4692","14190",35.71,32.86,"LUD"
"4693","14191",35.6,21.37,"LUD"
"4694","14192",32.4,24.76,"LUD"
"4695","14193",41.12,29.97,"LUD"
"4696","14194",39.39,40.99,"LFN"
"4697","14195",42.25,37,"LFN"
"4698","14196",29.95,21.77,"LUD"
"4699","14197",35.85,18.46,"GAUCHE"
"4700","14198",43.11,20.33,"LUD"
"4701","14200",39.84,29.92,"GAUCHE"
"4702","14201",47.11,31.07,"LUD"
"4703","14202",27.65,32.2,"LUD"
"4704","14203",38.85,24.47,"LUD"
"4705","14204",43.86,34.07,"GAUCHE"
"4706","14205",37.27,28.42,"LUD"
"4707","14206",35.93,21.28,"LUD"
"4708","14207",35.14,26.29,"GAUCHE"
"4709","14208",40.27,36.62,"LFN"
"4710","14209",39.7,41.92,"LFN"
"4711","14210",55.77,36.96,"LUD"
"4712","14211",40,37.27,"LFN"
"4713","14212",31.4,27.16,"GAUCHE"
"4714","14213",38.04,30.23,"GAUCHE"
"4715","14214",38.67,27.78,"GAUCHE"
"4716","14215",39.42,23.56,"GAUCHE"
"4717","14216",33.13,22.22,"LUD"
"4718","14217",44.74,50.85,"LFN"
"4719","14218",40.15,36.08,"LUD"
"4720","14219",44.62,27.94,"GAUCHE"
"4721","14220",44.38,23.11,"LUD"
"4722","14221",37.18,23.82,"GAUCHE"
"4723","14222",47.46,26.67,"LUD"
"4724","14223",35.53,21.28,"LUD"
"4725","14224",39.62,33.33,"LUD"
"4726","14225",45.43,28.19,"GAUCHE"
"4727","14226",49.77,34.69,"GAUCHE"
"4728","14227",26.49,30,"LUD"
"4729","14228",38.83,16.66,"GAUCHE"
"4730","14229",38.38,27.68,"LUD"
"4731","14230",31.31,29.23,"LUD"
"4732","14231",41.06,40.21,"LFN"
"4733","14232",36.84,23.17,"LUD"
"4734","14235",33.13,31.43,"LUD"
"4735","14236",32.55,31.41,"GAUCHE"
"4736","14237",43.78,21.24,"LUD"
"4737","14238",27.19,28.21,"LUD"
"4738","14239",51.72,41.03,"LUD"
"4739","14240",41.04,36.53,"LUD"
"4740","14241",40.4,27.37,"GAUCHE"
"4741","14242",28.62,7.22,"GAUCHE"
"4742","14243",35.77,27.02,"LUD"
"4743","14244",31.4,28.66,"LUD"
"4744","14245",37.8,24.65,"LUD"
"4745","14246",36.54,20.67,"GAUCHE"
"4746","14248",26.37,22.73,"GAUCHE"
"4747","14249",33.64,25.37,"GAUCHE"
"4748","14250",44.44,19.87,"GAUCHE"
"4749","14251",38.24,33.64,"LUD"
"4750","14252",32.28,27.45,"LUD"
"4751","14253",40,38.97,"LUD"
"4752","14254",30.7,16.95,"GAUCHE"
"4753","14255",32.74,20.86,"LUD"
"4754","14256",29.46,36.42,"LUD"
"4755","14257",32.53,15.54,"LUD"
"4756","14258",47.46,22.13,"LUD"
"4757","14259",30.61,30.88,"LUD"
"4758","14260",30.62,27.66,"LUD"
"4759","14261",42.86,30.22,"LUD"
"4760","14264",40.45,34.96,"LUD"
"4761","14265",46.11,36.73,"LFN"
"4762","14266",28.8,21.96,"GAUCHE"
"4763","14268",34.26,24.11,"GAUCHE"
"4764","14269",32.91,26.67,"LUD"
"4765","14270",35.16,29.36,"LUD"
"4766","14271",39.72,20.26,"GAUCHE"
"4767","14272",36.36,45.28,"LFN"
"4768","14273",49.36,34.67,"LUD"
"4769","14274",30.42,12.71,"LUD"
"4770","14275",34.88,24.02,"LUD"
"4771","14276",36.4,25.58,"GAUCHE"
"4772","14277",37.09,27.54,"GAUCHE"
"4773","14278",38.15,23.09,"GAUCHE"
"4774","14279",44.63,29.23,"LUD"
"4775","14280",38.8,35.19,"LUD"
"4776","14281",38.1,32.43,"LUD"
"4777","14282",49.01,22.67,"LUD"
"4778","14283",41.29,42.22,"LFN"
"4779","14284",35.56,38.55,"LFN"
"4780","14285",50.91,42.31,"LFN"
"4781","14286",32.13,28.87,"LUD"
"4782","14287",35.48,28.62,"GAUCHE"
"4783","14288",29.13,9.78,"GAUCHE"
"4784","14289",30.69,29.02,"LUD"
"4785","14290",34.52,26.83,"GAUCHE"
"4786","14291",33.51,33.88,"LUD"
"4787","14292",43.54,42.86,"LFN"
"4788","14293",43.2,41.3,"LUD"
"4789","14294",39.24,16.57,"GAUCHE"
"4790","14296",35.71,25,"LUD"
"4791","14297",38.44,19.89,"GAUCHE"
"4792","14298",23.85,40,"LFN"
"4793","14299",37.59,28.79,"LUD"
"4794","14300",35.56,22.22,"LUD"
"4795","14301",43.07,24.23,"GAUCHE"
"4796","14302",31.21,24.35,"LUD"
"4797","14303",38.01,34.16,"LUD"
"4798","14304",37.86,25.11,"LUD"
"4799","14305",36.73,25.2,"LUD"
"4800","14306",35.37,22.34,"LUD"
"4801","14307",29.17,25.51,"GAUCHE"
"4802","14308",34.31,23.33,"LUD"
"4803","14309",38.08,29.29,"GAUCHE"
"4804","14310",40.28,29.54,"LUD"
"4805","14311",39.39,22.46,"GAUCHE"
"4806","14312",42.6,36.43,"LUD"
"4807","14313",21.43,32.56,"LUD"
"4808","14316",37.95,20.9,"LUD"
"4809","14317",32.72,21.23,"LUD"
"4810","14318",30.51,24.83,"GAUCHE"
"4811","14319",40.77,22.83,"GAUCHE"
"4812","14320",30.13,28.76,"GAUCHE"
"4813","14322",33.83,24.43,"LUD"
"4814","14324",36.23,34.6,"LFN"
"4815","14325",38.46,19.82,"GAUCHE"
"4816","14326",37.59,24.17,"LUD"
"4817","14327",43.64,12.53,"GAUCHE"
"4818","14328",30.48,24.11,"GAUCHE"
"4819","14329",43.37,37.78,"LUD"
"4820","14330",30.43,39.13,"LUD"
"4821","14331",40.76,26.89,"LUD"
"4822","14332",38.48,30.75,"GAUCHE"
"4823","14333",48.83,25.57,"LUD"
"4824","14334",42.68,31.62,"LUD"
"4825","14335",33.98,29.76,"LUD"
"4826","14336",35.96,33.18,"LUD"
"4827","14337",38.68,39.73,"LFN"
"4828","14338",35.57,23.89,"LUD"
"4829","14339",31.43,20.73,"LUD"
"4830","14341",42.25,17.29,"GAUCHE"
"4831","14342",49.7,36.01,"LUD"
"4832","14343",20,27.27,"LUD"
"4833","14344",35.2,23.67,"LUD"
"4834","14345",42.67,31.5,"LUD"
"4835","14346",39.32,31.19,"LUD"
"4836","14347",41.45,42.2,"LFN"
"4837","14348",41.54,13.16,"LUD"
"4838","14349",21.84,30.84,"LUD"
"4839","14350",12.5,35.71,"LFN"
"4840","14352",38.5,28.39,"LUD"
"4841","14353",34.84,22.35,"LUD"
"4842","14354",34.44,21.75,"GAUCHE"
"4843","14355",38.48,23.31,"GAUCHE"
"4844","14356",31.21,18.46,"LUD"
"4845","14357",41.6,29.93,"LUD"
"4846","14358",38.36,28.57,"LUD"
"4847","14359",26.98,35.56,"LFN"
"4848","14360",23.58,35.56,"GAUCHE"
"4849","14361",41.09,34.25,"LUD"
"4850","14362",41.48,20.78,"LUD"
"4851","14364",33.92,28.84,"LUD"
"4852","14365",37.85,19.41,"GAUCHE"
"4853","14366",47.09,26.97,"LUD"
"4854","14367",45.93,42.94,"LFN"
"4855","14368",39.6,35.21,"LUD"
"4856","14369",42.06,32.5,"GAUCHE"
"4857","14370",42.46,34.95,"LUD"
"4858","14371",41.54,31.7,"LUD"
"4859","14372",45.58,30.31,"LUD"
"4860","14373",40.63,16.92,"GAUCHE"
"4861","14374",47.12,36.54,"LFN"
"4862","14375",39.55,35.8,"LFN"
"4863","14376",33.73,22.22,"GAUCHE"
"4864","14377",38.21,23.97,"LUD"
"4865","14378",43.05,44.35,"LFN"
"4866","14379",34.15,39.44,"LFN"
"4867","14380",34.06,26.67,"LUD"
"4868","14381",38.81,50,"LFN"
"4869","14382",20,28.89,"LUD"
"4870","14383",37.11,14.53,"GAUCHE"
"4871","14384",38.32,19.9,"GAUCHE"
"4872","14385",33.61,26.67,"LUD"
"4873","14386",45.84,30.17,"GAUCHE"
"4874","14387",37.64,25.64,"GAUCHE"
"4875","14388",38.98,24.77,"LUD"
"4876","14389",45.08,23.81,"GAUCHE"
"4877","14390",34.75,27.78,"LUD"
"4878","14391",33.33,31.55,"LUD"
"4879","14393",26.83,26.59,"LUD"
"4880","14394",43.52,38.29,"LFN"
"4881","14395",44,0,"LUD"
"4882","14396",27.36,17.13,"GAUCHE"
"4883","14397",40.53,34.44,"LUD"
"4884","14398",36.74,24.39,"LUD"
"4885","14399",36.77,39.2,"LUD"
"4886","14400",31.91,22.92,"LUD"
"4887","14401",35.29,33.33,"LUD"
"4888","14402",33.71,47.46,"LFN"
"4889","14403",37.12,35.29,"LUD"
"4890","14404",46.25,36.59,"LUD"
"4891","14405",32.48,35.81,"LUD"
"4892","14406",36.9,16.95,"LUD"
"4893","14407",33.64,11.36,"LUD"
"4894","14408",40.18,23.36,"GAUCHE"
"4895","14409",32.83,26.02,"LUD"
"4896","14410",37.94,37.62,"LFN"
"4897","14411",43.28,29.73,"GAUCHE"
"4898","14412",24.14,31.71,"GAUCHE"
"4899","14413",39.11,25,"LUD"
"4900","14414",30.23,22.61,"LUD"
"4901","14415",17.86,21.74,"LUD"
"4902","14416",23.33,26.56,"LUD"
"4903","14417",42.01,33.72,"LUD"
"4904","14418",35.43,26.24,"LUD"
"4905","14419",46.77,42.54,"LFN"
"4906","14420",43.35,35.78,"LUD"
"4907","14421",36.92,34.27,"LUD"
"4908","14422",39.02,37.99,"LFN"
"4909","14423",38.03,32.17,"GAUCHE"
"4910","14424",39.07,31.25,"LUD"
"4911","14425",24.82,27.72,"LUD"
"4912","14426",31.61,25.22,"LUD"
"4913","14427",34.86,23.88,"LUD"
"4914","14429",38.43,39.16,"LUD"
"4915","14430",42.48,22.62,"LUD"
"4916","14431",43.29,31.3,"GAUCHE"
"4917","14432",34.16,27.95,"LUD"
"4918","14433",45.16,31.25,"LUD"
"4919","14435",31.37,32.35,"LUD"
"4920","14436",30.66,31.49,"GAUCHE"
"4921","14437",39.64,21.5,"GAUCHE"
"4922","14438",35.22,21.85,"LUD"
"4923","14439",36.05,62.75,"LFN"
"4924","14440",32.5,36.54,"LUD"
"4925","14441",42.48,33.73,"LUD"
"4926","14442",38.89,40.93,"LFN"
"4927","14443",39.48,47.01,"LFN"
"4928","14444",22.13,51.09,"LFN"
"4929","14445",37.8,41.67,"LFN"
"4930","14446",35.38,30,"LUD"
"4931","14448",35,8,"LUD"
"4932","14449",33.73,34.4,"LFN"
"4933","14450",43.95,51.19,"LFN"
"4934","14452",41.08,31.65,"LUD"
"4935","14453",42.16,29.53,"LUD"
"4936","14454",33.53,19.53,"GAUCHE"
"4937","14455",34.5,30.95,"GAUCHE"
"4938","14456",40.08,31.37,"GAUCHE"
"4939","14457",29.89,36.67,"LUD"
"4940","14458",27.17,29.35,"LUD"
"4941","14459",28.33,16.67,"LUD"
"4942","14460",35.14,37.7,"LUD"
"4943","14461",35.99,23.89,"GAUCHE"
"4944","14462",49.27,23.31,"GAUCHE"
"4945","14465",28.18,25.7,"GAUCHE"
"4946","14466",36.95,25.83,"LUD"
"4947","14467",40.09,31.01,"LUD"
"4948","14468",36.46,23.64,"LUD"
"4949","14469",27.91,30.51,"LUD"
"4950","14471",38.16,35.71,"LUD"
"4951","14473",25.23,36.71,"LFN"
"4952","14474",46.71,21.84,"LUD"
"4953","14475",36.55,27.8,"GAUCHE"
"4954","14476",44.31,30.77,"GAUCHE"
"4955","14477",30.04,33.76,"LUD"
"4956","14478",46.22,36.3,"LUD"
"4957","14480",41.45,41.44,"LFN"
"4958","14481",38.94,44.44,"LFN"
"4959","14482",29.51,31.5,"GAUCHE"
"4960","14483",32.43,35.16,"LUD"
"4961","14484",24,26.15,"LUD"
"4962","14486",36.25,34.43,"LFN"
"4963","14487",34.28,22.41,"LUD"
"4964","14488",40.95,19.09,"LUD"
"4965","14489",46.58,32.46,"LUD"
"4966","14491",38.75,24.18,"GAUCHE"
"4967","14492",35.27,30.25,"LUD"
"4968","14493",38.39,35.16,"LUD"
"4969","14494",32.73,18.31,"LUD"
"4970","14495",24.26,17.51,"LUD"
"4971","14496",31.82,27.59,"GAUCHE"
"4972","14497",32.69,39.26,"LFN"
"4973","14498",36.52,39.09,"LFN"
"4974","14499",32.99,21.83,"LUD"
"4975","14500",32.14,39.36,"LUD"
"4976","14501",33.33,38.1,"LFN"
"4977","14502",40,28.57,"GAUCHE"
"4978","14503",40.11,34.65,"GAUCHE"
"4979","14504",40.2,32.58,"LUD"
"4980","14505",33.91,21.13,"GAUCHE"
"4981","14506",36.46,40.74,"LFN"
"4982","14508",45.82,25.19,"LUD"
"4983","14509",26.84,14.71,"LUD"
"4984","14510",34,20,"GAUCHE"
"4985","14511",26.56,21.74,"LUD"
"4986","14512",39.39,46.15,"LFN"
"4987","14513",38.96,33.33,"LUD"
"4988","14514",46.39,31.43,"LUD"
"4989","14515",48.78,28.07,"LUD"
"4990","14516",41.03,32.1,"GAUCHE"
"4991","14517",26.03,21.15,"LUD"
"4992","14518",30.43,20,"LUD"
"4993","14519",19.23,16.67,"GAUCHE"
"4994","14520",34.38,32.11,"LUD"
"4995","14521",43.81,37.86,"LUD"
"4996","14522",31.95,30.3,"LUD"
"4997","14523",33.88,30.05,"LUD"
"4998","14524",33.9,30.52,"LUD"
"4999","14525",27.49,12.34,"LUD"
"5000","14527",40.51,34.19,"LUD"
"5001","14528",48.52,29.49,"LUD"
"5002","14529",36.07,30.7,"GAUCHE"
"5003","14530",36.15,22.02,"GAUCHE"
"5004","14531",3.45,29.63,"LUD"
"5005","14532",35.65,17.56,"GAUCHE"
"5006","14533",45.78,19.05,"LUD"
"5007","14534",32.19,35.29,"LUD"
"5008","14535",40.77,23.13,"GAUCHE"
"5009","14536",38.2,34.88,"LUD"
"5010","14538",33.21,27.76,"GAUCHE"
"5011","14539",35.9,36.17,"LFN"
"5012","14540",33.55,18.37,"LUD"
"5013","14541",33.62,21.62,"LUD"
"5014","14542",34.43,15.02,"GAUCHE"
"5015","14543",34.65,17.59,"LUD"
"5016","14544",25.9,32,"LUD"
"5017","14545",33.94,26.76,"LUD"
"5018","14546",36.72,36.7,"LFN"
"5019","14547",37.17,35.71,"LUD"
"5020","14548",32.24,28.28,"GAUCHE"
"5021","14549",41.1,29.76,"LUD"
"5022","14550",30.59,35.59,"LUD"
"5023","14551",42.66,27.5,"LUD"
"5024","14552",26.84,36.07,"LUD"
"5025","14553",30.11,35.48,"GAUCHE"
"5026","14554",38.17,23.39,"GAUCHE"
"5027","14555",36.25,37.2,"LUD"
"5028","14556",36.8,21.53,"GAUCHE"
"5029","14557",45.07,23.15,"LUD"
"5030","14558",33.24,23.56,"LUD"
"5031","14559",43.84,11.54,"LUD"
"5032","14562",34.69,20.65,"LUD"
"5033","14563",34.38,35.32,"LUD"
"5034","14564",46.26,21.33,"GAUCHE"
"5035","14565",31.28,22.52,"LUD"
"5036","14566",34.81,15.34,"LUD"
"5037","14568",34.04,15.33,"GAUCHE"
"5038","14569",39,9.32,"LUD"
"5039","14570",41.49,36.49,"LFN"
"5040","14571",36.55,27.78,"LUD"
"5041","14572",39.25,32.89,"LUD"
"5042","14573",25.37,41.3,"LUD"
"5043","14574",38.58,29.5,"LUD"
"5044","14575",41.13,25.53,"LUD"
"5045","14576",45.52,39.73,"LUD"
"5046","14577",36.96,29.08,"LUD"
"5047","14578",42.72,25.91,"LUD"
"5048","14579",41.44,30.13,"LUD"
"5049","14580",37.89,30.51,"LUD"
"5050","14581",31.67,33.96,"GAUCHE"
"5051","14582",40.94,33.85,"LUD"
"5052","14583",25.35,26.67,"LUD"
"5053","14584",39.36,22.56,"LUD"
"5054","14585",41.86,31.69,"LUD"
"5055","14586",39.33,37.65,"LUD"
"5056","14587",43.15,18.94,"GAUCHE"
"5057","14588",40.57,30.08,"GAUCHE"
"5058","14589",38.99,34.39,"GAUCHE"
"5059","14590",45.79,34.55,"LUD"
"5060","14591",41.35,25.22,"LUD"
"5061","14592",36.17,18.52,"GAUCHE"
"5062","14593",45.83,29.33,"LUD"
"5063","14595",40.53,23.15,"LUD"
"5064","14596",35.4,41.67,"LFN"
"5065","14597",44.11,21.74,"GAUCHE"
"5066","14598",24.05,36.52,"LUD"
"5067","14599",35.62,36.05,"LUD"
"5068","14600",36.97,42.72,"LFN"
"5069","14601",36.65,17.35,"LUD"
"5070","14602",40.11,47.66,"LFN"
"5071","14603",27.96,22.75,"GAUCHE"
"5072","14604",28.17,9,"LUD"
"5073","14605",26.74,36.27,"LUD"
"5074","14606",36.36,31.91,"LUD"
"5075","14607",38.24,24.69,"GAUCHE"
"5076","14608",43.71,20.69,"LUD"
"5077","14609",35.63,23.7,"LUD"
"5078","14610",37.43,22.36,"LUD"
"5079","14611",39.67,31.06,"LUD"
"5080","14613",40.96,42.22,"LFN"
"5081","14614",47.68,41.72,"LFN"
"5082","14615",31.51,26.53,"LUD"
"5083","14616",50.95,42.18,"LFN"
"5084","14618",39.79,27.02,"LUD"
"5085","14619",29.33,32.08,"LUD"
"5086","14620",37.43,28.5,"LUD"
"5087","14621",43.19,46.09,"LFN"
"5088","14622",44.76,38.18,"LFN"
"5089","14623",37.11,20.39,"GAUCHE"
"5090","14625",29.93,31.31,"LUD"
"5091","14626",37.67,40.23,"LFN"
"5092","14627",46.47,27.37,"LUD"
"5093","14628",42.48,25,"GAUCHE"
"5094","14629",45.31,38.44,"LUD"
